gvkey,train_start,train_end,oos_start,oos_end,train_start_req,train_end_req,train_start_used_daily,train_end_used_daily,train_start_used_weekly,train_end_used_weekly,ok,msg,em_alpha,em_beta,em_delta,em_mu,alpha_post_mean,beta_post_mean,delta_post_mean,mu_post_mean,alpha_post_median,beta_post_median,delta_post_median,mu_post_median,A_last_mean,A_last_median,n_daily_train,n_weekly_train,n_weekly_returns,n_keep_requested,n_keep_actual,n_reject
100022,2014-01-01,2015-12-31,2016-01-01,2016-03-31,2014-01-01,2015-12-31,2014-01-01,2015-12-31,2014-01-03,2015-12-31,False,no_kept_draws,3.0,0.0036045937960963,0.0006298957681738,0.0014480454547143,,,,,,,,,,,522,105,104,40,0,100
