gvkey,date,cds
100022,2014-01-01,5.71
100022,2014-01-02,5.71
100022,2014-01-03,5.7
100022,2014-01-06,5.7
100022,2014-01-07,5.69
100022,2014-01-08,5.77
100022,2014-01-09,5.76
100022,2014-01-10,5.76
100022,2014-01-13,7.26
100022,2014-01-14,7.33
100022,2014-01-15,7.32
100022,2014-01-16,7.32
100022,2014-01-17,7.33
100022,2014-01-20,7.3
100022,2014-01-21,7.3
100022,2014-01-22,7.34
100022,2014-01-23,7.41
100022,2014-01-24,11.71
100022,2014-01-27,15.02
100022,2014-01-28,13.02
100022,2014-01-29,12.0
100022,2014-01-30,14.22
100022,2014-01-31,15.23
100022,2014-02-03,15.81
100022,2014-02-04,17.31
100022,2014-02-05,16.14
100022,2014-02-06,15.54
100022,2014-02-07,15.35
100022,2014-02-10,13.77
100022,2014-02-11,13.18
100022,2014-02-12,13.09
100022,2014-02-13,13.27
100022,2014-02-14,13.18
100022,2014-02-17,13.09
100022,2014-02-18,13.09
100022,2014-02-19,13.18
100022,2014-02-20,18.19
100022,2014-02-21,13.67
100022,2014-02-24,13.58
100022,2014-02-25,12.49
100022,2014-02-26,12.49
100022,2014-02-27,12.58
100022,2014-02-28,12.54
100022,2014-03-03,12.67
100022,2014-03-04,12.59
100022,2014-03-05,12.09
100022,2014-03-06,11.3
100022,2014-03-07,10.79
100022,2014-03-10,10.29
100022,2014-03-11,10.3
100022,2014-03-12,11.89
100022,2014-03-13,12.66
100022,2014-03-14,13.33
100022,2014-03-17,12.65
100022,2014-03-18,12.06
100022,2014-03-19,12.06
100022,2014-03-20,12.1
100022,2014-03-21,12.1
100022,2014-03-24,12.1
100022,2014-03-25,12.11
100022,2014-03-26,11.53
100022,2014-03-27,12.43
100022,2014-03-28,11.34
100022,2014-03-31,11.34
100022,2014-04-01,10.25
100022,2014-04-02,10.6
100022,2014-04-03,9.66
100022,2014-04-04,9.48
100022,2014-04-07,9.66
100022,2014-04-08,9.66
100022,2014-04-09,9.66
100022,2014-04-10,9.57
100022,2014-04-11,9.25
100022,2014-04-14,9.25
100022,2014-04-15,9.85
100022,2014-04-16,9.84
100022,2014-04-17,9.84
100022,2014-04-18,9.84
100022,2014-04-21,9.84
100022,2014-04-22,9.83
100022,2014-04-23,9.74
100022,2014-04-24,9.73
100022,2014-04-25,9.73
100022,2014-04-28,9.74
100022,2014-04-29,9.75
100022,2014-04-30,9.08
100022,2014-05-01,8.89
100022,2014-05-02,8.48
100022,2014-05-05,8.48
100022,2014-05-06,8.48
100022,2014-05-07,8.48
100022,2014-05-08,6.71
100022,2014-05-09,8.21
100022,2014-05-12,7.19
100022,2014-05-13,7.01
100022,2014-05-14,7.2
100022,2014-05-15,7.74
100022,2014-05-16,7.57
100022,2014-05-19,7.92
100022,2014-05-20,7.92
100022,2014-05-21,9.08
100022,2014-05-22,7.92
100022,2014-05-23,7.92
100022,2014-05-26,7.92
100022,2014-05-27,7.38
100022,2014-05-28,7.4
100022,2014-05-29,7.21
100022,2014-05-30,7.03
100022,2014-06-02,6.85
100022,2014-06-03,6.85
100022,2014-06-04,6.86
100022,2014-06-05,6.68
100022,2014-06-06,6.68
100022,2014-06-09,6.67
100022,2014-06-10,6.48
100022,2014-06-11,6.48
100022,2014-06-12,6.48
100022,2014-06-13,6.58
100022,2014-06-16,6.68
100022,2014-06-17,5.45
100022,2014-06-18,5.44
100022,2014-06-19,5.35
100022,2014-06-20,5.39
100022,2014-06-23,5.47
100022,2014-06-24,5.48
100022,2014-06-25,6.65
100022,2014-06-26,6.65
100022,2014-06-27,6.74
100022,2014-06-30,7.74
100022,2014-07-01,7.74
100022,2014-07-02,7.74
100022,2014-07-03,6.47
100022,2014-07-04,6.47
100022,2014-07-07,6.47
100022,2014-07-08,6.56
100022,2014-07-09,7.74
100022,2014-07-10,8.73
100022,2014-07-11,8.91
100022,2014-07-14,8.73
100022,2014-07-15,8.73
100022,2014-07-16,7.68
100022,2014-07-17,7.64
100022,2014-07-18,7.64
100022,2014-07-21,7.63
100022,2014-07-22,7.63
100022,2014-07-23,7.63
100022,2014-07-24,7.62
100022,2014-07-25,7.62
100022,2014-07-28,7.63
100022,2014-07-29,7.62
100022,2014-07-30,7.62
100022,2014-07-31,8.21
100022,2014-08-01,8.8
100022,2014-08-04,8.8
100022,2014-08-05,8.3
100022,2014-08-06,8.39
100022,2014-08-07,9.49
100022,2014-08-08,7.94
100022,2014-08-11,9.57
100022,2014-08-12,8.81
100022,2014-08-13,8.31
100022,2014-08-14,8.31
100022,2014-08-15,7.81
100022,2014-08-18,7.56
100022,2014-08-19,7.48
100022,2014-08-20,6.73
100022,2014-08-21,6.63
100022,2014-08-22,6.38
100022,2014-08-25,6.38
100022,2014-08-26,5.36
100022,2014-08-27,5.37
100022,2014-08-28,5.86
100022,2014-08-29,5.71
100022,2014-09-01,5.71
100022,2014-09-02,5.63
100022,2014-09-03,5.28
100022,2014-09-04,4.55
100022,2014-09-05,4.47
100022,2014-09-08,4.45
100022,2014-09-09,4.62
100022,2014-09-10,4.71
100022,2014-09-11,4.7
100022,2014-09-12,2.7
100022,2014-09-15,4.78
100022,2014-09-16,6.87
100022,2014-09-17,6.861
100022,2014-09-18,6.86
100022,2014-09-19,6.667
100022,2014-09-22,6.902
100022,2014-09-23,7.081
100022,2014-09-24,7.06
100022,2014-09-25,7.421
100022,2014-09-26,7.427
100022,2014-09-29,7.608
100022,2014-09-30,7.611
100022,2014-10-01,7.613
100022,2014-10-02,7.796
100022,2014-10-03,7.605
100022,2014-10-06,7.423
100022,2014-10-07,7.425
100022,2014-10-08,7.425
100022,2014-10-09,7.417
100022,2014-10-10,7.949
100022,2014-10-13,8.126
100022,2014-10-14,8.303
100022,2014-10-15,8.486
100022,2014-10-16,10.29
100022,2014-10-17,9.39
100022,2014-10-20,9.208
100022,2014-10-21,8.848
100022,2014-10-22,8.658
100022,2014-10-23,8.658
100022,2014-10-24,8.3
100022,2014-10-27,8.296
100022,2014-10-28,8.289
100022,2014-10-29,8.289
100022,2014-10-30,8.289
100022,2014-10-31,7.933
100022,2014-11-03,7.938
100022,2014-11-04,7.945
100022,2014-11-05,7.948
100022,2014-11-06,7.587
100022,2014-11-07,7.589
100022,2014-11-10,7.589
100022,2014-11-11,7.584
100022,2014-11-12,7.762
100022,2014-11-13,7.583
100022,2014-11-14,7.58
100022,2014-11-17,7.581
100022,2014-11-18,7.576
100022,2014-11-19,7.576
100022,2014-11-20,7.571
100022,2014-11-21,7.396
100022,2014-11-24,7.576
100022,2014-11-25,6.859
100022,2014-11-26,6.853
100022,2014-11-27,6.857
100022,2014-11-28,6.855
100022,2014-12-01,6.861
100022,2014-12-02,6.862
100022,2014-12-03,6.864
100022,2014-12-04,6.863
100022,2014-12-05,6.495
100022,2014-12-08,6.498
100022,2014-12-09,6.32
100022,2014-12-10,6.311
100022,2014-12-11,6.3
100022,2014-12-12,6.476
100022,2014-12-15,6.478
100022,2014-12-16,6.84
100022,2014-12-17,6.837
100022,2014-12-18,6.482
100022,2014-12-19,6.496
100022,2014-12-22,6.55
100022,2014-12-23,6.371
100022,2014-12-24,6.372
100022,2014-12-25,6.372
100022,2014-12-26,6.372
100022,2014-12-29,6.369
100022,2014-12-30,6.369
100022,2014-12-31,6.366
100022,2015-01-01,6.366
100022,2015-01-02,6.362
100022,2015-01-05,6.733
100022,2015-01-06,7.101
100022,2015-01-07,7.1
100022,2015-01-08,6.922
100022,2015-01-09,6.923
100022,2015-01-12,6.923
100022,2015-01-13,6.921
100022,2015-01-14,6.926
100022,2015-01-15,6.929
100022,2015-01-16,9.528
100022,2015-01-19,9.759
100022,2015-01-20,11.038
100022,2015-01-21,10.772
100022,2015-01-22,10.02
100022,2015-01-23,10.026
100022,2015-01-26,9.522
100022,2015-01-27,9.761
100022,2015-01-28,9.756
100022,2015-01-29,9.993
100022,2015-01-30,9.995
100022,2015-02-02,9.992
100022,2015-02-03,9.993
100022,2015-02-04,9.995
100022,2015-02-05,9.99
100022,2015-02-06,11.768
100022,2015-02-09,12.09
100022,2015-02-10,11.772
100022,2015-02-11,12.1
100022,2015-02-12,12.105
100022,2015-02-13,12.1
100022,2015-02-16,12.096
100022,2015-02-17,12.097
100022,2015-02-18,12.103
100022,2015-02-19,11.782
100022,2015-02-20,11.776
100022,2015-02-23,11.465
100022,2015-02-24,11.142
100022,2015-02-25,11.129
100022,2015-02-26,11.122
100022,2015-02-27,11.13
100022,2015-03-02,11.132
100022,2015-03-03,11.128
100022,2015-03-04,11.122
100022,2015-03-05,11.121
100022,2015-03-06,11.125
100022,2015-03-09,11.129
100022,2015-03-10,12.41
100022,2015-03-11,16.087
100022,2015-03-12,15.007
100022,2015-03-13,22.212
100022,2015-03-16,21.219
100022,2015-03-17,22.216
100022,2015-03-18,21.209
100022,2015-03-19,20.212
100022,2015-03-20,21.286
100022,2015-03-23,21.284
100022,2015-03-24,19.281
100022,2015-03-25,19.283
100022,2015-03-26,19.279
100022,2015-03-27,19.277
100022,2015-03-30,18.28
100022,2015-03-31,18.275
100022,2015-04-01,18.276
100022,2015-04-02,18.274
100022,2015-04-03,18.274
100022,2015-04-06,18.274
100022,2015-04-07,18.269
100022,2015-04-08,18.265
100022,2015-04-09,18.263
100022,2015-04-10,19.262
100022,2015-04-13,19.261
100022,2015-04-14,19.264
100022,2015-04-15,21.264
100022,2015-04-16,23.262
100022,2015-04-17,25.258
100022,2015-04-20,25.242
100022,2015-04-21,26.238
100022,2015-04-22,27.233
100022,2015-04-23,27.229
100022,2015-04-24,27.227
100022,2015-04-27,27.226
100022,2015-04-28,26.227
100022,2015-04-29,22.231
100022,2015-04-30,21.223
100022,2015-05-01,19.218
100022,2015-05-04,19.218
100022,2015-05-05,19.217
100022,2015-05-06,21.211
100022,2015-05-07,21.211
100022,2015-05-08,21.215
100022,2015-05-11,21.214
100022,2015-05-12,21.212
100022,2015-05-13,21.206
100022,2015-05-14,21.197
100022,2015-05-15,21.193
100022,2015-05-18,22.19
100022,2015-05-19,22.19
100022,2015-05-20,24.189
100022,2015-05-21,22.192
100022,2015-05-22,22.191
100022,2015-05-25,22.191
100022,2015-05-26,24.188
100022,2015-05-27,24.195
100022,2015-05-28,25.191
100022,2015-05-29,25.186
100022,2015-06-01,25.186
100022,2015-06-02,27.18
100022,2015-06-03,27.169
100022,2015-06-04,27.167
100022,2015-06-05,27.165
100022,2015-06-08,28.165
100022,2015-06-09,28.16
100022,2015-06-10,28.153
100022,2015-06-11,28.153
100022,2015-06-12,28.154
100022,2015-06-15,28.157
100022,2015-06-16,29.153
100022,2015-06-17,30.148
100022,2015-06-18,31.144
100022,2015-06-19,30.15
100022,2015-06-22,30.209
100022,2015-06-23,28.213
100022,2015-06-24,27.208
100022,2015-06-25,27.209
100022,2015-06-26,27.21
100022,2015-06-29,33.2
100022,2015-06-30,33.215
100022,2015-07-01,32.212
100022,2015-07-02,32.21
100022,2015-07-03,31.21
100022,2015-07-06,31.214
100022,2015-07-07,32.217
100022,2015-07-08,33.219
100022,2015-07-09,34.213
100022,2015-07-10,30.218
100022,2015-07-13,29.209
100022,2015-07-14,28.802
100022,2015-07-15,29.842
100022,2015-07-16,29.327
100022,2015-07-17,28.81
100022,2015-07-20,28.811
100022,2015-07-21,28.29
100022,2015-07-22,28.806
100022,2015-07-23,28.802
100022,2015-07-24,28.8
100022,2015-07-27,29.318
100022,2015-07-28,29.316
100022,2015-07-29,29.057
100022,2015-07-30,29.316
100022,2015-07-31,29.318
100022,2015-08-03,29.316
100022,2015-08-04,30.353
100022,2015-08-05,30.351
100022,2015-08-06,30.868
100022,2015-08-07,31.385
100022,2015-08-10,31.387
100022,2015-08-11,31.386
100022,2015-08-12,34.825
100022,2015-08-13,34.825
100022,2015-08-14,34.824
100022,2015-08-17,34.275
100022,2015-08-18,34.274
100022,2015-08-19,35.371
100022,2015-08-20,35.919
100022,2015-08-21,36.466
100022,2015-08-24,40.855
100022,2015-08-25,39.207
100022,2015-08-26,39.207
100022,2015-08-27,37.012
100022,2015-08-28,37.012
100022,2015-08-31,37.012
100022,2015-09-01,37.013
100022,2015-09-02,37.564
100022,2015-09-03,37.016
100022,2015-09-04,37.569
100022,2015-09-07,38.115
100022,2015-09-08,37.016
100022,2015-09-09,35.919
100022,2015-09-10,36.466
100022,2015-09-11,36.468
100022,2015-09-14,36.471
100022,2015-09-15,37.023
100022,2015-09-16,37.024
100022,2015-09-17,37.021
100022,2015-09-18,37.02
100022,2015-09-21,44.205
100022,2015-09-22,60.661
100022,2015-09-23,63.4
100022,2015-09-24,68.878
100022,2015-09-25,63.396
100022,2015-09-28,71.615
100022,2015-09-29,91.039
100022,2015-09-30,73.556
100022,2015-10-01,66.433
100022,2015-10-02,66.436
100022,2015-10-05,65.138
100022,2015-10-06,63.192
100022,2015-10-07,52.424
100022,2015-10-08,52.42
100022,2015-10-09,49.671
100022,2015-10-12,46.379
100022,2015-10-13,44.185
100022,2015-10-14,43.687
100022,2015-10-15,43.683
100022,2015-10-16,43.186
100022,2015-10-19,42.69
100022,2015-10-20,42.192
100022,2015-10-21,40.691
100022,2015-10-22,39.195
100022,2015-10-23,34.07
100022,2015-10-26,34.074
100022,2015-10-27,33.135
100022,2015-10-28,31.732
100022,2015-10-29,31.729
100022,2015-10-30,32.666
100022,2015-11-02,32.196
100022,2015-11-03,25.055
100022,2015-11-04,28.65
100022,2015-11-05,28.652
100022,2015-11-06,30.39
100022,2015-11-09,31.09
100022,2015-11-10,29.089
100022,2015-11-11,28.689
100022,2015-11-12,28.686
100022,2015-11-13,28.674
100022,2015-11-16,29.475
100022,2015-11-17,29.475
100022,2015-11-18,29.479
100022,2015-11-19,29.083
100022,2015-11-20,29.08
100022,2015-11-23,29.091
100022,2015-11-24,30.291
100022,2015-11-25,30.68
100022,2015-11-26,30.674
100022,2015-11-27,31.476
100022,2015-11-30,31.479
100022,2015-12-01,31.487
100022,2015-12-02,30.292
100022,2015-12-03,30.69
100022,2015-12-04,30.231
100022,2015-12-07,29.423
100022,2015-12-08,29.426
100022,2015-12-09,29.423
100022,2015-12-10,29.42
100022,2015-12-11,29.431
100022,2015-12-14,30.629
100022,2015-12-15,30.628
100022,2015-12-16,30.225
100022,2015-12-17,30.221
100022,2015-12-18,30.206
100022,2015-12-21,30.201
100022,2015-12-22,28.202
100022,2015-12-23,28.204
100022,2015-12-24,28.196
100022,2015-12-25,28.196
100022,2015-12-28,28.196
100022,2015-12-29,28.194
100022,2015-12-30,28.782
100022,2015-12-31,28.776
100022,2016-01-01,28.776
100022,2016-01-04,28.776
100022,2016-01-05,28.784
100022,2016-01-06,30.585
100022,2016-01-07,33.779
100022,2016-01-08,32.189
100022,2016-01-11,32.187
100022,2016-01-12,32.583
100022,2016-01-13,32.585
100022,2016-01-14,36.173
100022,2016-01-15,37.372
100022,2016-01-18,37.372
100022,2016-01-19,37.372
100022,2016-01-20,39.766
100022,2016-01-21,52.1
100022,2016-01-22,38.174
100022,2016-01-25,38.57
100022,2016-01-26,38.175
100022,2016-01-27,38.175
100022,2016-01-28,38.169
100022,2016-01-29,40.159
100022,2016-02-01,42.16
100022,2016-02-02,42.554
100022,2016-02-03,44.151
100022,2016-02-04,46.541
100022,2016-02-05,46.535
100022,2016-02-08,50.127
100022,2016-02-09,50.129
100022,2016-02-10,48.141
100022,2016-02-11,50.132
100022,2016-02-12,50.135
100022,2016-02-15,50.127
100022,2016-02-16,45.334
100022,2016-02-17,42.939
100022,2016-02-18,39.345
100022,2016-02-19,40.943
100022,2016-02-22,40.143
100022,2016-02-23,40.143
100022,2016-02-24,40.544
100022,2016-02-25,40.937
100022,2016-02-26,40.139
100022,2016-02-29,38.147
100022,2016-03-01,36.959
100022,2016-03-02,36.16
100022,2016-03-03,36.159
100022,2016-03-04,35.761
100022,2016-03-07,35.757
100022,2016-03-08,35.754
100022,2016-03-09,34.553
100022,2016-03-10,30.956
100022,2016-03-11,26.541
100022,2016-03-14,21.154
100022,2016-03-15,21.854
100022,2016-03-16,22.547
100022,2016-03-17,22.55
100022,2016-03-18,22.541
100022,2016-03-21,22.693
100022,2016-03-22,22.697
100022,2016-03-23,23.743
100022,2016-03-24,24.436
100022,2016-03-25,24.436
100022,2016-03-28,24.436
100022,2016-03-29,24.782
100022,2016-03-30,24.435
100022,2016-03-31,24.09
100022,2016-04-01,24.455
100022,2016-04-04,24.447
100022,2016-04-05,25.141
100022,2016-04-06,26.182
100022,2016-04-07,28.273
100022,2016-04-08,28.267
100022,2016-04-11,27.917
100022,2016-04-12,26.521
100022,2016-04-13,24.779
100022,2016-04-14,24.08
100022,2016-04-15,24.075
100022,2016-04-18,24.07
100022,2016-04-19,24.07
100022,2016-04-20,24.069
100022,2016-04-21,22.676
100022,2016-04-22,23.025
100022,2016-04-25,22.677
100022,2016-04-26,23.025
100022,2016-04-27,23.726
100022,2016-04-28,23.369
100022,2016-04-29,23.717
100022,2016-05-02,23.717
100022,2016-05-03,24.067
100022,2016-05-04,24.767
100022,2016-05-05,24.768
100022,2016-05-06,24.767
100022,2016-05-09,21.17
100022,2016-05-10,22.47
100022,2016-05-11,21.47
100022,2016-05-12,21.61
100022,2016-05-13,22.11
100022,2016-05-16,22.11
100022,2016-05-17,21.36
100022,2016-05-18,21.18
100022,2016-05-19,21.18
100022,2016-05-20,21.19
100022,2016-05-23,21.19
100022,2016-05-24,20.19
100022,2016-05-25,19.09
100022,2016-05-26,18.24
100022,2016-05-27,17.32
100022,2016-05-30,17.32
100022,2016-05-31,17.15
100022,2016-06-01,17.9
100022,2016-06-02,18.07
100022,2016-06-03,18.07
100022,2016-06-06,18.06
100022,2016-06-07,18.24
100022,2016-06-08,19.06
100022,2016-06-09,19.73
100022,2016-06-10,21.6
100022,2016-06-13,23.8
100022,2016-06-14,28.42
100022,2016-06-15,28.0
100022,2016-06-16,29.2
100022,2016-06-17,26.51
100022,2016-06-20,22.61
100022,2016-06-21,21.11
100022,2016-06-22,20.26
100022,2016-06-23,22.09
100022,2016-06-24,26.55
100022,2016-06-27,28.41
100022,2016-06-28,24.01
100022,2016-06-29,21.48
100022,2016-06-30,19.64
100022,2016-07-01,25.61
100022,2016-07-04,18.3
100022,2016-07-05,20.64
100022,2016-07-06,21.31
100022,2016-07-07,20.32
100022,2016-07-08,19.29
100022,2016-07-11,17.95
100022,2016-07-12,17.772
100022,2016-07-13,15.57
100022,2016-07-14,16.47
100022,2016-07-15,17.39
100022,2016-07-18,16.72
100022,2016-07-19,16.22
100022,2016-07-20,16.22
100022,2016-07-21,15.02
100022,2016-07-22,15.02
100022,2016-07-25,13.35
100022,2016-07-26,13.17
100022,2016-07-27,13.18
100022,2016-07-28,13.0
100022,2016-07-29,11.23
100022,2016-08-01,10.1
100022,2016-08-02,10.1
100022,2016-08-03,9.97
100022,2016-08-04,9.97
100022,2016-08-05,9.84
100022,2016-08-08,10.71
100022,2016-08-09,10.59
100022,2016-08-10,10.59
100022,2016-08-11,10.58
100022,2016-08-12,10.71
100022,2016-08-15,10.7
100022,2016-08-16,10.61
100022,2016-08-17,10.61
100022,2016-08-18,10.48
100022,2016-08-19,10.49
100022,2016-08-22,10.49
100022,2016-08-23,9.99
100022,2016-08-24,9.98
100022,2016-08-25,9.98
100022,2016-08-26,9.98
100022,2016-08-29,9.98
100022,2016-08-30,9.98
100022,2016-08-31,9.98
100022,2016-09-01,9.98
100022,2016-09-02,9.98
100022,2016-09-05,9.35
100022,2016-09-06,9.23
100022,2016-09-07,9.6
100022,2016-09-08,8.97
100022,2016-09-09,9.47
100022,2016-09-12,9.71
100022,2016-09-13,9.21
100022,2016-09-14,9.09
100022,2016-09-15,9.09
100022,2016-09-16,9.09
100022,2016-09-19,9.08
100022,2016-09-20,11.56
100022,2016-09-21,11.43
100022,2016-09-22,10.56
100022,2016-09-23,10.56
100022,2016-09-26,10.93
100022,2016-09-27,12.93
100022,2016-09-28,12.81
100022,2016-09-29,12.55
100022,2016-09-30,13.42
100022,2016-10-03,13.42
100022,2016-10-04,13.42
100022,2016-10-05,13.42
100022,2016-10-06,13.42
100022,2016-10-07,13.66
100022,2016-10-10,13.66
100022,2016-10-11,13.79
100022,2016-10-12,13.79
100022,2016-10-13,14.28
100022,2016-10-14,14.03
100022,2016-10-17,14.03
100022,2016-10-18,13.91
100022,2016-10-19,13.41
100022,2016-10-20,13.28
100022,2016-10-21,13.4
100022,2016-10-24,13.4
100022,2016-10-25,13.28
100022,2016-10-26,13.27
100022,2016-10-27,13.4
100022,2016-10-28,13.89
100022,2016-10-31,13.89
100022,2016-11-01,14.52
100022,2016-11-02,15.14
100022,2016-11-03,15.26
100022,2016-11-04,16.26
100022,2016-11-07,15.76
100022,2016-11-08,15.88
100022,2016-11-09,17.76
100022,2016-11-10,17.13
100022,2016-11-11,18.5
100022,2016-11-14,19.38
100022,2016-11-15,19.12
100022,2016-11-16,19.62
100022,2016-11-17,19.62
100022,2016-11-18,16.26
100022,2016-11-21,16.26
100022,2016-11-22,15.13
100022,2016-11-23,15.13
100022,2016-11-24,14.88
100022,2016-11-25,14.87
100022,2016-11-28,14.88
100022,2016-11-29,15.0
100022,2016-11-30,15.0
100022,2016-12-01,14.75
100022,2016-12-02,14.75
100022,2016-12-05,14.5
100022,2016-12-06,14.37
100022,2016-12-07,13.75
100022,2016-12-08,13.25
100022,2016-12-09,13.25
100022,2016-12-12,12.62
100022,2016-12-13,12.62
100022,2016-12-14,12.62
100022,2016-12-15,12.62
100022,2016-12-16,12.61
100022,2016-12-19,12.61
100022,2016-12-20,12.61
100022,2016-12-21,12.61
100022,2016-12-22,12.61
100022,2016-12-23,12.61
100022,2016-12-26,12.61
100022,2016-12-27,12.61
100022,2016-12-28,12.61
100022,2016-12-29,12.55
100022,2016-12-30,12.54
100022,2017-01-02,12.54
100022,2017-01-03,12.48
100022,2017-01-04,10.98
100022,2017-01-05,10.73
100022,2017-01-06,10.6
100022,2017-01-09,10.6
100022,2017-01-10,10.6
100022,2017-01-11,10.6
100022,2017-01-12,13.1
100022,2017-01-13,14.6
100022,2017-01-16,14.1
100022,2017-01-17,14.85
100022,2017-01-18,15.59
100022,2017-01-19,15.59
100022,2017-01-20,15.59
100022,2017-01-23,15.59
100022,2017-01-24,15.59
100022,2017-01-25,13.09
100022,2017-01-26,13.09
100022,2017-01-27,11.08
100022,2017-01-30,12.58
100022,2017-01-31,12.59
100022,2017-02-01,12.59
100022,2017-02-02,12.58
100022,2017-02-03,12.08
100022,2017-02-06,12.08
100022,2017-02-07,12.08
100022,2017-02-08,12.08
100022,2017-02-09,11.58
100022,2017-02-10,11.08
100022,2017-02-13,11.58
100022,2017-02-14,11.39
100022,2017-02-15,10.8
100022,2017-02-16,10.8
100022,2017-02-17,10.8
100022,2017-02-20,10.8
100022,2017-02-21,10.71
100022,2017-02-22,10.71
100022,2017-02-23,10.71
100022,2017-02-24,10.71
100022,2017-02-27,10.7
100022,2017-02-28,10.7
100022,2017-03-01,10.52
100022,2017-03-02,9.92
100022,2017-03-03,9.92
100022,2017-03-06,9.42
100022,2017-03-07,9.42
100022,2017-03-08,10.42
100022,2017-03-09,10.51
100022,2017-03-10,10.51
100022,2017-03-13,10.51
100022,2017-03-14,10.51
100022,2017-03-15,10.41
100022,2017-03-16,9.82
100022,2017-03-17,9.82
100022,2017-03-20,12.12
100022,2017-03-21,11.07
100022,2017-03-22,12.17
100022,2017-03-23,11.67
100022,2017-03-24,10.66
100022,2017-03-27,10.71
100022,2017-03-28,11.17
100022,2017-03-29,11.17
100022,2017-03-30,11.17
100022,2017-03-31,11.17
100022,2017-04-03,11.27
100022,2017-04-04,11.26
100022,2017-04-05,11.27
100022,2017-04-06,11.45
100022,2017-04-07,11.95
100022,2017-04-10,11.95
100022,2017-04-11,11.95
100022,2017-04-12,12.54
100022,2017-04-13,12.54
100022,2017-04-14,12.54
100022,2017-04-17,12.54
100022,2017-04-18,13.04
100022,2017-04-19,13.09
100022,2017-04-20,12.08
100022,2017-04-21,12.04
100022,2017-04-24,11.07
100022,2017-04-25,10.97
100022,2017-04-26,10.47
100022,2017-04-27,9.97
100022,2017-04-28,9.97
100022,2017-05-01,9.97
100022,2017-05-02,9.97
100022,2017-05-03,9.38
100022,2017-05-04,8.78
100022,2017-05-05,8.78
100022,2017-05-08,8.78
100022,2017-05-09,8.09
100022,2017-05-10,8.09
100022,2017-05-11,8.09
100022,2017-05-12,8.09
100022,2017-05-15,8.09
100022,2017-05-16,8.09
100022,2017-05-17,8.55
100022,2017-05-18,9.64
100022,2017-05-19,9.14
100022,2017-05-22,8.64
100022,2017-05-23,8.64
100022,2017-05-24,8.64
100022,2017-05-26,8.59
100022,2017-05-29,8.59
100022,2017-05-30,8.59
100022,2017-05-31,8.59
100022,2017-06-01,8.59
100022,2017-06-02,8.59
100022,2017-06-05,8.59
100022,2017-06-06,8.59
100022,2017-06-07,8.59
100022,2017-06-08,8.58
100022,2017-06-09,8.49
100022,2017-06-12,8.49
100022,2017-06-13,7.94
100022,2017-06-14,7.85
100022,2017-06-15,7.8
100022,2017-06-16,7.8
100022,2017-06-19,7.7
100022,2017-06-20,7.7
100022,2017-06-21,7.7
100022,2017-06-22,7.7
100022,2017-06-23,7.7
100022,2017-06-26,7.7
100022,2017-06-27,7.69
100022,2017-06-28,7.69
100022,2017-06-29,7.78
100022,2017-06-30,7.88
100022,2017-07-03,7.87
100022,2017-07-04,7.87
100022,2017-07-05,7.87
100022,2017-07-06,7.87
100022,2017-07-07,7.96
100022,2017-07-10,7.96
100022,2017-07-11,8.46
100022,2017-07-12,8.46
100022,2017-07-13,8.46
100022,2017-07-14,8.46
100022,2017-07-17,8.46
100022,2017-07-18,8.46
100022,2017-07-19,8.46
100022,2017-07-20,8.37
100022,2017-07-21,7.87
100022,2017-07-24,10.1
100022,2017-07-25,10.1
100022,2017-07-26,9.6
100022,2017-07-27,9.6
100022,2017-07-28,9.74
100022,2017-07-31,9.74
100022,2017-08-01,10.63
100022,2017-08-02,10.62
100022,2017-08-03,10.48
100022,2017-08-04,10.23
100022,2017-08-07,9.33
100022,2017-08-08,9.33
100022,2017-08-09,9.96
100022,2017-08-10,10.46
100022,2017-08-11,11.1
100022,2017-08-14,10.51
100022,2017-08-15,9.91
100022,2017-08-16,9.91
100022,2017-08-17,9.91
100022,2017-08-18,10.6
100022,2017-08-21,10.01
100022,2017-08-22,9.51
100022,2017-08-23,9.51
100022,2017-08-24,10.01
100022,2017-08-25,10.01
100022,2017-08-28,10.01
100022,2017-08-29,10.01
100022,2017-08-30,9.41
100022,2017-08-31,9.32
100022,2017-09-01,8.72
100022,2017-09-04,8.72
100022,2017-09-05,8.13
100022,2017-09-06,8.04
100022,2017-09-07,8.44
100022,2017-09-08,8.44
100022,2017-09-11,8.9
100022,2017-09-12,8.4
100022,2017-09-13,8.26
100022,2017-09-14,7.75
100022,2017-09-15,7.75
100022,2017-09-18,7.66
100022,2017-09-19,7.57
100022,2017-09-20,9.0
100022,2017-09-21,8.5
100022,2017-09-22,8.5
100022,2017-09-25,8.5
100022,2017-09-26,8.5
100022,2017-09-27,8.5
100022,2017-09-28,8.5
100022,2017-09-29,8.5
100022,2017-10-02,8.4
100022,2017-10-03,7.9
100022,2017-10-04,7.9
100022,2017-10-05,7.9
100022,2017-10-06,7.72
100022,2017-10-09,7.72
100022,2017-10-10,7.62
100022,2017-10-11,7.62
100022,2017-10-12,7.07
100022,2017-10-13,7.03
100022,2017-10-16,7.03
100022,2017-10-17,6.84
100022,2017-10-18,6.84
100022,2017-10-19,6.93
100022,2017-10-20,6.93
100022,2017-10-23,6.93
100022,2017-10-24,6.93
100022,2017-10-25,6.93
100022,2017-10-26,6.93
100022,2017-10-27,6.34
100022,2017-10-30,6.74
100022,2017-10-31,6.24
