gvkey,company,date,alpha,beta,delta,mu,A_used,L_used,PD_P_1y,PD_Q_1y,q_feasible,train_end_date,train_end_anchor,oos_end_anchor,training_end
14447,LVMH MOET HENNESSY LOUIS V,2014-06-06,2.25,8.135879502990878e-05,0.0010910243279420458,0.0007175423831919279,100755355867.17119,27951000000.0,0.0004477856518587325,0.009383412140098753,True,2014-03-28,2014-03-31,2014-06-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-06-13,2.25,8.135879502990878e-05,0.0010910243279420458,0.0007175423831919279,101362703738.44547,27951000000.0,0.00043915041713440424,0.009483010095407704,True,2014-03-28,2014-03-31,2014-06-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-06-20,2.25,8.135879502990878e-05,0.0010910243279420458,0.0007175423831919279,102019555681.0225,27951000000.0,0.0004300668243913641,0.009337479526776557,True,2014-03-28,2014-03-31,2014-06-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-06-27,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,99301557919.23433,27951000000.0,0.00038710686399071634,0.03966473298940961,True,2014-06-27,2014-06-30,2014-09-30,1
14447,LVMH MOET HENNESSY LOUIS V,2014-07-04,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,99563573475.11673,27951000000.0,0.00038383436190510083,0.039653512527566735,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-07-11,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,98802363547.52109,27951000000.0,0.00039344859279938474,0.03986828423602702,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-07-18,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,98317124681.64714,27951000000.0,0.000399750673138607,0.0399095904881573,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-07-25,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,94888445852.22952,27951000000.0,0.00044849589128142197,0.040824360182390364,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-08-01,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,93160147970.58461,27951000000.0,0.0004761965752030231,0.041272452454482494,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-08-08,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,92264870335.38383,27951000000.0,0.000491475652764201,0.041512583080971215,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-08-15,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,92544008503.84555,27951000000.0,0.00048664040753796403,0.04143475422419298,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-08-22,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,93712760753.4926,27951000000.0,0.0004670898033709734,0.04115932490354575,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-08-29,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,95014608986.25565,27951000000.0,0.0004465613620420812,0.041050321185099534,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-09-05,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,97365645731.32436,27951000000.0,0.00041251685711206343,0.040866506192037605,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-09-12,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,97133400057.38481,27951000000.0,0.00041571783006161793,0.04080511380312841,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-09-19,2.25,3.99333019788839e-05,0.0010421617826358285,0.0015588620608780667,96246220289.82588,27951000000.0,0.0004282647791502286,0.04106188530415777,True,2014-06-27,2014-06-30,2014-09-30,0
14447,LVMH MOET HENNESSY LOUIS V,2014-09-26,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,94419165964.71625,27951000000.0,0.0004508179760100648,0.029536522307636398,True,2014-09-26,2014-09-30,2014-12-31,1
14447,LVMH MOET HENNESSY LOUIS V,2014-10-03,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,92892520515.495,27951000000.0,0.0004755435316010078,0.029794502068177398,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-10-10,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,91447142952.40633,27951000000.0,0.0005007032066542735,0.030164036114769383,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-10-17,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,91544633452.8107,27951000000.0,0.0004989493948388651,0.03002290712031848,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-10-24,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,93093808354.10037,27951000000.0,0.0004721784438511833,0.02966501939311245,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-10-31,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,96701497796.39603,27951000000.0,0.00041703785117476314,0.028925305675405927,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-11-07,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,95951667026.3789,27951000000.0,0.000427740244801375,0.0291071732851066,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-11-14,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,97904851267.7144,27951000000.0,0.00040061766092064463,0.028651038773572796,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-11-21,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,101557000974.05421,27951000000.0,0.00035590540256737207,0.02783262509084258,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-11-28,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,101327231772.04285,27951000000.0,0.0003585104504882781,0.027839700858423463,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-12-05,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,101960812547.74495,27951000000.0,0.0003513897766030167,0.02769002563240902,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-12-12,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,97826890183.67355,27951000000.0,0.0004016542876790664,0.028532208256484583,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-12-19,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,93946505359.7576,27951000000.0,0.00045828044759088567,0.02948132901518428,True,2014-09-26,2014-09-30,2014-12-31,0
14447,LVMH MOET HENNESSY LOUIS V,2014-12-26,2.25,5.573444068803645e-05,0.0009831107327962576,0.0012409543720004127,94937892568.98138,27951000000.0,0.0004428190591285678,0.029295953246786452,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-03-28,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,110410619425.30717,36593000000.0,0.0006198131340095036,0.03574410410803758,True,2014-03-28,2014-03-31,2014-06-30,1
17436,BASF SE,2014-04-04,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,110733999280.89128,36593000000.0,0.0006137635306454191,0.035500931161353375,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-04-11,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,107845375223.52951,36593000000.0,0.0006708381600378912,0.03627882944435994,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-04-18,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,109447905641.65451,36593000000.0,0.0006383157051426294,0.036004120017795946,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-04-25,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,111130143691.65123,36593000000.0,0.0006064627690897039,0.03544032900595401,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-05-02,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,113720596761.79709,36593000000.0,0.0005615439048873263,0.03510108741472555,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-05-09,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,112274576554.1376,36593000000.0,0.0005860313174888641,0.0355320875984894,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-05-16,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,112189568391.06285,36593000000.0,0.000587516215809567,0.03571072106701545,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-05-23,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,112884455395.00206,36593000000.0,0.0005755278933638026,0.0357011479014462,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-05-30,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,114165575114.53055,36593000000.0,0.000554291838517214,0.0355325614840252,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-06-06,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,115446494957.46597,36593000000.0,0.0005341211793061977,0.03536624544854731,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-06-13,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,115130592481.49472,36593000000.0,0.000539000751398392,0.03577628662987029,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-06-20,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,116833720822.11789,36593000000.0,0.000513397161334866,0.03530853647124262,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-06-27,2.25,-1.1198409374032309e-06,0.0009504681754244298,0.001347221109890814,114337656630.92783,36593000000.0,0.0005515218381718604,0.03586978339833688,True,2014-03-28,2014-03-31,2014-06-30,0
17436,BASF SE,2014-09-26,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,103823604477.34923,36593000000.0,0.0007963161280553608,0.016158084748951636,True,2014-09-26,2014-09-30,2014-12-31,1
17436,BASF SE,2014-10-03,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,101633257086.61449,36593000000.0,0.0008571579919847582,0.016519670827402473,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-10-10,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,97776637046.32071,36593000000.0,0.0009808607122755878,0.017382360282588136,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-10-17,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,100278761990.40904,36593000000.0,0.0008980210110879994,0.016726538013602004,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-10-24,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,99792561141.47743,36593000000.0,0.0009133429053068707,0.016842479135451074,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-10-31,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,101136770588.75763,36593000000.0,0.0008718333103010609,0.016613937459684213,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-11-07,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,100880477810.43372,36593000000.0,0.0008795444253568002,0.016683943853865114,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-11-14,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,100116371853.74046,36593000000.0,0.0009030988806240186,0.01681503779197091,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-11-21,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,104355704672.35577,36593000000.0,0.0007824372293799,0.015880362929870443,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-11-28,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,103674306195.23749,36593000000.0,0.0008002711088732212,0.015981241743611846,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-12-05,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,104857823304.5084,36593000000.0,0.0007696436973090827,0.015731014136863664,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-12-12,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,100137700681.62596,36593000000.0,0.0009024296867327717,0.016696973091707916,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-12-19,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,100472890260.79227,36593000000.0,0.000892002125795487,0.016707683621278314,True,2014-09-26,2014-09-30,2014-12-31,0
17436,BASF SE,2014-12-26,2.25,4.6396656480352996e-05,0.0008961153598846899,0.0007439848326021634,101843238165.82497,36593000000.0,0.000851053515251792,0.016453401600020953,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-03-28,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,53086547239.75778,20199000000.0,0.0010108776818073923,0.01273973533711007,True,2014-03-28,2014-03-31,2014-06-30,1
17452,DANONE SA,2014-04-04,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,52729157220.744995,20199000000.0,0.0010353214776999734,0.012753939700457455,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-04-11,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,53425818252.11939,20199000000.0,0.0009884025233521554,0.012572534680749913,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-04-18,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,53440855146.71679,20199000000.0,0.0009874223877165513,0.012638000398477145,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-04-25,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,53039022541.67125,20199000000.0,0.001014082016288715,0.012658479141887792,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-05-02,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,53214659437.06814,20199000000.0,0.0010023089258312454,0.012748944768977378,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-05-09,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,53173344652.671486,20199000000.0,0.0010050612916931941,0.012848611494144692,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-05-16,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,54925067667.76027,20199000000.0,0.0008969064416693342,0.012344059186193714,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-05-23,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,54221643699.269264,20199000000.0,0.0009383143708738853,0.012682041851612038,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-05-30,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,54665811011.40024,20199000000.0,0.0009118695952183934,0.01260029417988866,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-06-06,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,55037091912.1471,20199000000.0,0.0008905453924067788,0.012542858792630214,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-06-13,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,54433651177.38827,20199000000.0,0.0009255620235321041,0.01299053432260896,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-06-20,2.25,0.0001641755032353108,0.0008551464714037764,0.0006160802091530788,54977980824.84134,20199000000.0,0.0008938941179159953,0.012716929242002515,True,2014-03-28,2014-03-31,2014-06-30,0
17452,DANONE SA,2014-06-27,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,55288214181.44289,20199000000.0,0.0006643161470820494,0.047433881287761465,True,2014-06-27,2014-06-30,2014-09-30,1
17452,DANONE SA,2014-07-04,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,55900932801.07118,20199000000.0,0.00063960940599424,0.04717092095410213,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-07-11,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,55341833381.696976,20199000000.0,0.0006621021487828935,0.047407988131005274,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-07-18,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,56383140915.746155,20199000000.0,0.0006210458601933225,0.04697245292684435,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-07-25,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,55651379141.99873,20199000000.0,0.0006495170343804124,0.0472758997992636,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-08-01,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,54962699959.02653,20199000000.0,0.0006779780755357312,0.04757228690528063,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-08-08,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,54415583566.215775,20199000000.0,0.0007018256414958492,0.047814434751559366,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-08-15,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,54267422328.17174,20199000000.0,0.0007084819143607305,0.047881064309754216,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-08-22,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,54145775156.58857,20199000000.0,0.0007140121283270239,0.047936113314862056,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-08-29,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,54421291929.5546,20199000000.0,0.0007015709128491113,0.047811876762266656,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-09-05,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,55595549405.60194,20199000000.0,0.0006517624174732601,0.04729958701932976,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-09-12,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,55090682162.4376,20199000000.0,0.0006725609221229439,0.047516510212260485,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-09-19,2.25,0.0002159148892462752,0.0007563128927939285,0.0014113539082450822,54737620652.27314,20199000000.0,0.0006876516878842197,0.047671170965802735,True,2014-06-27,2014-06-30,2014-09-30,0
17452,DANONE SA,2014-09-26,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,53875601621.170784,20199000000.0,0.0007281778240085315,0.04395490779491351,True,2014-09-26,2014-09-30,2014-12-31,1
17452,DANONE SA,2014-10-03,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,53692928710.62289,20199000000.0,0.0007368333698728735,0.0439264308285672,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-10-10,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,52914487123.4557,20199000000.0,0.0007753496633807497,0.044317482435108135,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-10-17,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,52988804528.74826,20199000000.0,0.0007715544879137452,0.04414516113280176,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-10-24,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,52789556261.41098,20199000000.0,0.0007817876526989609,0.04425585408693169,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-10-31,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,55121866537.57795,20199000000.0,0.0006727006026397095,0.043276180228890446,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-11-07,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,54658822742.79602,20199000000.0,0.0006926109540453643,0.043500720721864485,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-11-14,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,55192193829.3842,20199000000.0,0.0006697457364350608,0.0432230786586578,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-11-21,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,56265097117.75741,20199000000.0,0.0006267991313117872,0.042668841409375734,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-11-28,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,56746989351.14537,20199000000.0,0.0006087384965969995,0.04242908287314755,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-12-05,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,56907208499.16348,20199000000.0,0.0006028923396058103,0.04233108263106223,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-12-12,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,54873299312.36772,20199000000.0,0.0006832893054093615,0.04320121708268756,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-12-19,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,55056065592.334435,20199000000.0,0.0006754815568197343,0.04323840494434067,True,2014-09-26,2014-09-30,2014-12-31,0
17452,DANONE SA,2014-12-26,2.25,0.0002356543797091676,0.0007444521573608857,0.00130368872382572,55185825663.00908,20199000000.0,0.0006700125646818824,0.04322906575147497,True,2014-09-26,2014-09-30,2014-12-31,0
19349,SIEMENS AG,2014-03-28,2.25,7.499857603300777e-05,0.0004962430706254036,0.001236046251039421,160428938029.19366,73311000000.0,0.0009753468178078664,,False,2014-03-28,2014-03-31,2014-06-30,1
19349,SIEMENS AG,2014-09-26,2.25,5.853268178922698e-05,0.0004642456466573711,0.0010152861328883995,156115234993.23187,73311000000.0,0.0010523963019297734,,False,2014-09-26,2014-09-30,2014-12-31,1
201794,ENEL SPA,2014-03-28,2.25,0.0004702281110042002,0.00013126329126583486,0.001117755946281456,157062780785.6614,118498000000.0,0.002361434015168699,,False,2014-03-28,2014-03-31,2014-06-30,1
201794,ENEL SPA,2014-06-27,2.25,-0.0008782696888565526,0.0002073262083856691,0.0007638374648677769,150685508809.04352,111309000000.0,0.0037063584325460444,,False,2014-06-27,2014-06-30,2014-09-30,1
201794,ENEL SPA,2014-09-26,2.25,-0.0008203560353801194,0.00021152731105349197,0.0006294711722087585,150814629820.0459,111309000000.0,0.003917664952669199,,False,2014-09-26,2014-09-30,2014-12-31,1
220940,ORANGE SA,2014-03-28,2.25,-0.0004409077443550511,0.0003305517003095401,-0.0008375762658716586,87807991355.76425,59499000000.0,0.005885219310154911,,False,2014-03-28,2014-03-31,2014-06-30,1
220940,ORANGE SA,2014-06-27,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,90154115800.00252,59499000000.0,0.0047251014038422485,0.0024631740050864936,True,2014-06-27,2014-06-30,2014-09-30,1
220940,ORANGE SA,2014-07-04,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,89839537536.20323,59499000000.0,0.004812831637417014,0.002522413310974703,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-07-11,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,89405415971.38138,59499000000.0,0.0049378111009293615,0.002606061231366405,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-07-18,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,89903886580.97409,59499000000.0,0.004794695736800544,0.0025093030906986292,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-07-25,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,90334074085.16325,59499000000.0,0.004675948221106852,0.002436752055515109,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-08-01,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,89844555370.49529,59499000000.0,0.004811413873260391,0.0025250595674408917,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-08-08,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,88176072194.82748,59499000000.0,0.005318284786633534,0.0028587612421664067,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-08-15,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,88785053440.99005,59499000000.0,0.005124700902892928,0.002730406767659024,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-08-22,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,89290324988.55302,59499000000.0,0.004971730515630671,0.0026312921639656418,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-08-29,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,90047106751.29805,59499000000.0,0.004754683474039342,0.0025005290767593368,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-09-05,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,89636533627.64883,59499000000.0,0.004870698909182197,0.0025968202513042982,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-09-12,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,90462951358.9394,59499000000.0,0.004641198893733091,0.0024403607534138863,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-09-19,2.25,-0.0003820260140756863,0.0003466924996987442,-0.0003936306966913527,90280545983.00693,59499000000.0,0.00469049136564112,0.002474780529706728,True,2014-06-27,2014-06-30,2014-09-30,0
220940,ORANGE SA,2014-09-26,2.25,-0.0004231972867726155,0.0003309516158189311,-0.00012613711299703945,90176541315.10811,59499000000.0,0.004183214132761673,0.0037336122624783055,True,2014-09-26,2014-09-30,2014-12-31,1
220940,ORANGE SA,2014-10-03,2.25,-0.0004231972867726155,0.0003309516158189311,-0.00012613711299703945,89520462012.66754,59499000000.0,0.004344480025873181,0.00385251364028351,True,2014-09-26,2014-09-30,2014-12-31,0
220940,ORANGE SA,2014-10-10,2.25,-0.0004231972867726155,0.0003309516158189311,-0.00012613711299703945,88171140945.91664,59499000000.0,0.004705551369696958,0.0041946754594665734,True,2014-09-26,2014-09-30,2014-12-31,0
220940,ORANGE SA,2014-10-17,2.25,-0.0004231972867726155,0.0003309516158189311,-0.00012613711299703945,87751910494.68657,59499000000.0,0.004826566443644103,0.004267124127896808,True,2014-09-26,2014-09-30,2014-12-31,0
220940,ORANGE SA,2014-10-24,2.25,-0.0004231972867726155,0.0003309516158189311,-0.00012613711299703945,90216337869.69577,59499000000.0,0.004173710663354988,0.0036690221738391853,True,2014-09-26,2014-09-30,2014-12-31,0
