gvkey,date,sigma_hat,mu_hat,V_0,V_used,B_used,PD_Q,PD_P,train_start_date,train_end_date,training_end
214881,2015-06-30,0.08369757992752784,0.05578566235669046,954692950161.4794,1059927523227.5219,639505000000.0,1.2308750788563484e-09,1.3560097574948164e-11,2013-07-01,2015-06-30,1
214881,2015-07-03,0.08369757992752784,0.05853038880686573,0.0,1066890358520.9427,639505000000.0,7.669834945520765e-10,6.331438405027922e-12,,2015-06-30,0
214881,2015-07-10,0.08369757992752784,0.06305811974728087,0.0,1077923000183.8638,639505000000.0,3.595040515217597e-10,1.8335324893158533e-12,,2015-06-30,0
214881,2015-07-17,0.08369757992752784,0.0650619914238541,0.0,1083617185253.1218,639505000000.0,2.4178607253922385e-10,9.867540738817568e-13,,2015-06-30,0
214881,2015-07-24,0.08369757992752784,0.059758518502860423,0.0,1073016261650.6823,639505000000.0,5.037764716433704e-10,3.5527083473283007e-12,,2015-06-30,0
214881,2015-07-31,0.08369757992752784,0.06089340404039542,0.0,1076736123311.5446,639505000000.0,3.9193031667673203e-10,2.4159969829228563e-12,,2015-06-30,0
214881,2015-08-07,0.08369757992752784,0.06004259641395559,0.0,1075986849951.2725,639505000000.0,4.159617059285055e-10,2.751752019994894e-12,,2015-06-30,0
214881,2015-08-14,0.08369757992752784,0.054369933800734536,0.0,1064192817920.5479,639505000000.0,9.394449546638186e-10,1.0970677785377942e-11,,2015-06-30,0
214881,2015-08-21,0.08369757992752784,0.04098083359577518,0.0,1034953760126.2955,639505000000.0,6.8714568539875615e-09,2.829426204026703e-10,,2015-06-30,0
214881,2015-08-28,0.08369757992752784,0.047059123323145165,0.0,1049470839856.4602,639505000000.0,2.5457290433313247e-09,6.025155950857908e-11,,2015-06-30,0
214881,2015-09-04,0.08369757992752784,0.0405260589766486,0.0,1035413861015.2522,639505000000.0,6.701534653958627e-09,2.831641797300822e-10,,2015-06-30,0
