gvkey,train_start,train_end,n_obs,window_idx,sigma_lo,sigma_med,sigma_hi,sigma_mean,mu_lo,mu_med,mu_hi,mu_mean,n_rejects
100022,2022-07-01,2024-06-30,105,34,0.056143176942536344,0.06343421621770634,0.0738712982042838,0.06385383482701511,-0.07091315337425819,0.016167760841364454,0.10321654001091558,0.015592681438259554,0
100022,2022-10-01,2024-09-30,105,35,0.059065321112609044,0.06731340225667215,0.0771440872880901,0.06746899180800628,-0.08003942073033067,0.01476449106936122,0.10942525068731045,0.013427032549530146,0
100080,2014-01-01,2015-12-31,105,0,0.18482630053290505,0.20836878866878944,0.2399742909107969,0.20963232060281148,-0.15327408025305972,0.13900029963166588,0.42573133518883916,0.13759757454517285,0
100080,2014-04-01,2016-03-31,105,1,0.18628493482033334,0.21057641339807462,0.24370599291906797,0.21193587193673397,-0.18017945747456984,0.10849195622091311,0.4071256889979175,0.10791645530981046,0
100080,2014-07-01,2016-06-30,105,2,0.1904014198471769,0.21610257748621697,0.2495677273345803,0.21700583751809346,-0.25720343707133525,0.049007352094087506,0.35016486953235504,0.04737810092669485,0
100080,2014-10-01,2016-09-30,105,3,0.18726664556440584,0.21341417155928,0.24489753780063664,0.2139825178724246,-0.2577439958180283,0.028537688724361403,0.3317584720495116,0.031043128682761382,0
100080,2015-01-01,2016-12-31,105,4,0.18153571306497981,0.20601365913932423,0.23652149436988504,0.20666946589637364,-0.23176970479520229,0.052006398811962076,0.3339858337014916,0.04990298683086689,0
100080,2015-04-01,2017-03-31,105,5,0.14810613979918372,0.1680365708333017,0.1950528053765267,0.16895354011350888,-0.3111545974234214,-0.07339601368120693,0.167538888923031,-0.07309739774024115,0
100080,2015-07-01,2017-06-30,105,6,0.14173555500495122,0.16095782481236037,0.18516102234613324,0.16158095606980255,-0.2402452941535701,-0.021259038698755204,0.19025296875928144,-0.02205484603012886,0
100080,2015-10-01,2017-09-30,105,7,0.13264309588736317,0.15076809640225458,0.17362379679586995,0.15135172752826936,-0.193587854518506,0.020831022504342784,0.23264483381078466,0.021938886107797265,0
100080,2016-01-01,2017-12-31,105,8,0.1256036260657503,0.14305391793862082,0.16553910223455204,0.14365383617060815,-0.21790465908936354,-0.022505487722860158,0.18337654652702784,-0.02186764570957507,0
100080,2016-04-01,2018-03-31,105,9,0.12819481364015364,0.14564270401716825,0.16859507809565477,0.1461308765881437,-0.25130887940754015,-0.06185304845932352,0.1327478134016659,-0.05961496325054778,0
100080,2016-07-01,2018-06-30,105,10,0.12227753973649257,0.13875761033773937,0.1607490685111098,0.13969714155809487,-0.1747483204738401,0.01891955313372454,0.21588228172495272,0.019201546318405812,0
100080,2016-10-01,2018-09-30,104,11,0.1486298985736616,0.1705070275153135,0.19548642694661486,0.17071264338840486,-0.29868125104939897,-0.042902626023705044,0.1963163445797714,-0.0452636244389965,0
100080,2017-01-01,2018-12-31,105,12,0.16388312739416772,0.1866930115822053,0.21399794285141271,0.18697152620580004,-0.4013245932383284,-0.15280316624196827,0.10538046493866118,-0.15045466656440487,0
100080,2017-04-01,2019-03-31,104,13,0.2885661251456944,0.32876995022975364,0.3834644833464351,0.3303425772048467,-0.42507765545252435,0.028219150567504514,0.45916914391706426,0.025129402544742732,0
100080,2017-07-01,2019-06-30,104,14,0.28881445435896175,0.32810422882889134,0.37791212903291527,0.3292609370323355,-0.4369794186100641,0.031167040029584488,0.49343511861563905,0.033232959266987806,0
100080,2017-10-01,2019-09-30,105,15,0.28889632975435786,0.3274809612791126,0.3776197336779058,0.3290052452528555,-0.45405280286245203,0.018510851945107525,0.5144290682793451,0.024588901555764563,0
100080,2018-01-01,2019-12-31,105,16,0.2857255091388039,0.324948892183154,0.37278105823298874,0.3263698924068006,-0.35767847512037476,0.0784313116180391,0.529129838906391,0.08249205948845315,0
100080,2018-04-01,2020-03-31,105,17,0.2935169063982509,0.3345936536035129,0.38576829141652713,0.3355011197476418,-0.35984441651144156,0.10836587459924385,0.5629584767368295,0.10830844767812946,0
100080,2018-07-01,2020-06-30,105,18,0.29190380582931397,0.33245508524957856,0.3814840190666202,0.3341007219867339,-0.33768318085810295,0.11595395045646936,0.5772261979176888,0.12123821471717795,0
100080,2018-10-01,2020-09-30,105,19,0.28015726404232816,0.3190335072701356,0.3667216143581512,0.32021428057957474,-0.3218432192875687,0.14181278069606595,0.5739667518557549,0.140210722350999,0
100080,2019-01-01,2020-12-31,105,20,0.2732587497514487,0.3106936426285577,0.3558458647333511,0.3118411602837051,-0.23847344322257857,0.16739815597194346,0.5994764881196912,0.17115824767937068,0
100080,2019-04-01,2021-03-31,105,21,0.14266702415328972,0.16227262661063888,0.18538653519540646,0.16270257356360265,-0.20548399271394474,0.017282298699174387,0.2556520332968507,0.018808322450361636,0
100080,2019-07-01,2021-06-30,105,22,0.13893932517876925,0.15811067877578033,0.18260857922917972,0.1587928271423908,-0.19828596355430075,0.011881823771974769,0.2340404888107537,0.011231305933904007,0
100080,2019-10-01,2021-09-30,105,23,0.13542023217791485,0.15516015101973288,0.17865955082865656,0.1553100032093889,-0.22211687823171283,-0.012018299421203655,0.2004997965240879,-0.011428792721012212,0
100080,2020-01-01,2021-12-31,105,24,0.13500479580383226,0.1531507021809384,0.17621674482680896,0.15369236620873386,-0.2563466971670451,-0.05634524296401325,0.1493435481411171,-0.0551627621502366,0
100080,2020-04-01,2022-03-31,105,25,0.10901188775493252,0.12471718266980794,0.14355489000788144,0.12524456604788792,-0.11003401007361029,0.06585809614685212,0.24144718436351686,0.06665050585187882,0
100080,2020-07-01,2022-06-30,105,26,0.10878997540221229,0.12340125549025792,0.14204745396545723,0.12392738548182143,-0.17119738443708948,0.002010671120719237,0.17601434058329532,0.0017796160484788244,0
100080,2020-10-01,2022-09-30,105,27,0.09878527347694542,0.1118941149103118,0.12916072114201374,0.11237310310180414,-0.12090591015493048,0.0409481396229152,0.19928085356203948,0.03880208007513555,0
100080,2021-01-01,2022-12-31,105,28,0.0978047902385474,0.11098521382680224,0.12795452130524732,0.11155903231162208,-0.12227232917194326,0.02938488542401423,0.1845508093563131,0.031060793420731515,0
100080,2021-04-01,2023-03-31,105,29,0.08745044453690513,0.09903081736511207,0.11355932385156078,0.0994188536720798,-0.12392963227842788,0.017067393906324484,0.14727689552804735,0.015126358087654137,0
100080,2021-07-01,2023-06-30,105,30,0.0892809493967477,0.10113643887629753,0.11701396472765375,0.10161740302421925,-0.15283299291012578,-0.01253575091146978,0.122738251242514,-0.012888484162932961,0
100080,2021-10-01,2023-09-30,105,31,0.09015548839584689,0.10208644144440399,0.11846422785960065,0.10264976307091865,-0.1632934624469377,-0.01176095548439129,0.12457592741871015,-0.013242514073162228,0
100080,2022-01-01,2023-12-31,104,32,0.099823906015735,0.11425818019537917,0.13117374511581273,0.1145088493248463,-0.22580738264986053,-0.06752611876891915,0.0946809915205691,-0.06748047742004368,0
100080,2022-04-01,2024-03-31,105,33,0.09973449907875828,0.11246999930917381,0.1290576324944312,0.11304360940425474,-0.3127991664021892,-0.15549967803498466,-0.0038641284622483642,-0.15657486111788904,0
100080,2022-07-01,2024-06-30,105,34,0.0937791758576463,0.1059577831476178,0.1233913197563061,0.10665871501485215,-0.28872428373329534,-0.14325844178671776,0.0020877492414530714,-0.14421225353405828,0
