date,window_idx,ok,msg,window_train_start,window_train_end,window_oos_start,window_oos_end,gvkey,A_hat_oos,theta_oos,L_proxy,PD_P,PD_Q,alpha,beta1,delta,beta0,em_converged,em_n_iter
2014-04-04,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,159097257655.13974,-9.792205157422984,102725000000.0,1.2047623098759621e-11,1.2519935251774327e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-04-11,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,156918863003.99738,-9.814829018267858,102725000000.0,4.3169236799098105e-11,3.970244150823639e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-04-18,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,158080962457.29874,-9.836432871920579,102725000000.0,2.1899006142640348e-11,2.1824520656459466e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-04-25,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,156518062929.1611,-9.798120975372015,102725000000.0,5.449083225940621e-11,4.854962156138093e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-05-02,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,156225752601.64978,-9.845144033138915,102725000000.0,6.455442827042495e-11,5.764901303865629e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-05-09,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,155692467559.71436,-9.870686561007332,102725000000.0,8.786943912112863e-11,7.676335625814092e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-05-16,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,154694296306.58,-9.904434937474534,102725000000.0,1.5602337510224956e-10,1.2994158189921436e-08,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-05-23,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,156788101684.90344,-9.934174942049061,102725000000.0,4.65804105022454e-11,4.475137248912627e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-05-30,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,158130959272.64856,-9.956050527935723,102725000000.0,2.1266449181798986e-11,2.241015748714627e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-06-06,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,158618422580.15714,-9.976938571346189,102725000000.0,1.5972700563930717e-11,1.7505159895996216e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-06-13,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,157383599007.97922,-10.04968623536103,102725000000.0,3.292771141762361e-11,3.4515183792676374e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-06-20,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,158452474773.46478,-10.023834094878652,102725000000.0,1.760927526247093e-11,1.9503115378837327e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-06-27,0,True,ok,2012-04-06,2014-03-28,2014-04-04,2014-06-27,100022,158338245624.73944,-10.03467354663912,102725000000.0,1.8831149344859383e-11,2.080884793231613e-09,271.81119707176134,60.98540177976534,1.4257516606975154,-0.27497392855536257,True,3.0
2014-07-04,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,160023488923.9403,-15.196424905954586,102725000000.0,1.130893992404041e-14,1.8628149900355613e-11,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-07-11,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,158174427438.67224,-15.206439514155363,102725000000.0,4.558148822787193e-14,6.34326128933974e-11,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-07-18,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,159093182433.28543,-15.190054290119036,102725000000.0,2.285879697277993e-14,3.442496932489709e-11,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-07-25,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,159519549743.7928,-15.211705149265242,102725000000.0,1.656698572481449e-14,2.6215571263294655e-11,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-08-01,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,155505148338.59192,-15.213490979430418,102725000000.0,3.2918442574709505e-13,3.566860761258413e-10,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-08-08,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,7793409872105.391,-15.21456100290871,102725000000.0,0.0,0.0,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-08-15,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,7793368274639.738,-15.213668594916214,102725000000.0,0.0,0.0,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-08-22,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,156369515842.6969,-15.220413959739261,102725000000.0,1.7434391439713725e-13,2.0575618983553688e-10,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-08-29,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,156118657588.05887,-15.2717471322442,102725000000.0,2.0975813440787466e-13,2.470406133324922e-10,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-09-05,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,158241281107.27664,-15.361840980689891,102725000000.0,4.335601266219639e-14,6.499694827265565e-11,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-09-12,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,156650274216.52457,-15.334700596486897,102725000000.0,1.4168645155531207e-13,1.8036209155428454e-10,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
2014-09-19,1,True,ok,2012-07-06,2014-06-27,2014-07-04,2014-09-26,100022,156390604490.47116,-15.34495880615495,102725000000.0,1.7165158535215886e-13,2.1407089850675388e-10,475.10760217715784,239.73328673598937,1.6035454901226078,-0.8625841384991602,True,3.0
