gvkey,window_idx,date,rf_used,B_used,asset_lo,asset_med,asset_hi,asset_mean,PD_Q_lo,PD_Q_med,PD_Q_hi,PD_Q_mean,PD_P_lo,PD_P_med,PD_P_hi,PD_P_mean
23667,31,2023-12-08,0.031511987564999996,33150000000.0,58326196887.45902,58326197860.08815,58326197872.56705,58326197744.75308,2.540024868004696e-10,2.1483013036449206e-08,1.2709756415640738e-06,1.6506511064054543e-07,3.2011782089452213e-12,3.900803089126379e-08,9.972683951059888e-05,2.7477627451162534e-05
23667,31,2023-12-15,0.031180481302,33150000000.0,57289625550.83306,57289627581.29123,57289627614.31591,57289627345.41819,8.464676584104524e-10,5.5164810305480715e-08,2.5726030295784896e-06,3.401631122366465e-07,1.0546205917843584e-11,9.921968731464022e-08,0.00018065472644894035,4.384777481561883e-05
23667,31,2023-12-22,0.030233688958,33150000000.0,57281632388.43056,57281634503.96199,57281634538.88416,57281634258.49226,9.082679051609416e-10,5.829650762916467e-08,2.6810655918937712e-06,3.5499081991755986e-07,1.0643191980399654e-11,9.992122362018151e-08,0.000181375997389774,4.4005422463108905e-05
23667,31,2023-12-29,0.030454301186,33150000000.0,57149639624.27087,57149641921.49054,57149641960.435745,57149641655.48233,1.0395240551839241e-09,6.480041836970125e-08,2.901772078753662e-06,3.8526258105132886e-07,1.2379227334879151e-11,1.1177382411173392e-07,0.0001936981064961881,4.66907930457313e-05
23667,32,2024-01-05,0.031502743979,33150000000.0,58062286502.99356,58062287747.38219,58062287772.15179,58062287588.909935,3.826788363738027e-10,4.11896327268232e-08,1.6178552043955154e-06,2.3482094231793454e-07,6.983244492915227e-11,4.88997266120898e-07,0.0003670355966482784,7.232959910628734e-05
23667,32,2024-01-12,0.031053587953,33150000000.0,57581929283.69987,57581931052.34296,57581931091.42145,57581930829.76206,6.795811689638163e-10,6.398972867667339e-08,2.264824483769776e-06,3.318876758867474e-07,1.1972903027284744e-10,7.25480430600952e-07,0.000472148355852997,9.014109585273641e-05
23667,32,2024-01-19,0.031903837112,33150000000.0,56574647393.23664,56574650810.30081,56574650902.28453,56574650388.73513,1.9984180730959564e-09,1.4640167754420335e-07,4.261727764194378e-06,6.399839893340311e-07,3.5782011594675924e-10,1.602683135222667e-06,0.0008115440488400787,0.00014267293776870998
23667,32,2024-01-26,0.031435986315000004,33150000000.0,57041227914.64454,57041230432.23942,57041230494.21142,57041230118.95663,1.2198665235235694e-09,1.0024047809171463e-07,3.19093402982431e-06,4.7334884259498397e-07,2.1789208988788698e-10,1.1030881545269793e-06,0.0006256595649627488,0.00011538444070220359
23667,32,2024-02-02,0.031367581669,33150000000.0,57216361218.201065,57216363459.09862,57216363512.33093,57216363179.24084,1.0060283723538935e-09,8.646094345647527e-08,2.8501170357581204e-06,4.2097703790804796e-07,1.807183693649093e-10,9.610264084066934e-07,0.0005683254541615679,0.0001065276938472729
23667,32,2024-02-09,0.032137906476999996,33150000000.0,57263679660.330696,57263681764.089806,57263681813.1235,57263681500.84114,9.074874948320233e-10,7.988598163977416e-08,2.6830409539182483e-06,3.954323546649028e-07,1.7135228809472318e-10,9.269773982795029e-07,0.0005548925050584402,0.0001042518573207361
23667,32,2024-02-16,0.032988684462000005,33150000000.0,58317228027.49506,58317229008.85164,58317229027.04061,58317228882.781044,2.5925709466034623e-10,3.0555121143010085e-08,1.2879929471847052e-06,1.859862174049284e-07,5.2704744820990356e-11,4.0029091258181176e-07,0.0003175923498920473,6.433385747577437e-05
23667,32,2024-02-23,0.033093990488,33150000000.0,58640506749.70505,58640507531.252914,58640507544.76548,58640507429.93887,1.777684014456659e-10,2.2877180564367374e-08,1.0326913943752542e-06,1.4853572309814396e-07,3.631127860454353e-11,3.1013122373424614e-07,0.0002640019997159753,5.5435740279095355e-05
23667,32,2024-03-01,0.033340026677,33150000000.0,58464485285.1189,58464486159.768845,58464486175.409355,58464486046.88567,2.1395993888168453e-10,2.6370714227375896e-08,1.1510243667515564e-06,1.6585453032546443e-07,4.448356252104866e-11,3.574901482901478e-07,0.000292003094003326,6.011872871724135e-05
23667,32,2024-03-08,0.032503036501999996,33066000000.0,58909611037.18739,58909611634.4234,58909611643.94758,58909611556.134895,1.1434130171740815e-10,1.6309269885778183e-08,7.976137810506353e-07,1.14346394302273e-07,2.237646863417648e-11,2.213361728185551e-07,0.0002105855918094538,4.5689673072171785e-05
23667,32,2024-03-15,0.033415247479,33066000000.0,58452890619.5647,58452891410.68791,58452891424.41898,58452891308.18264,1.819560853273165e-10,2.3289349453899505e-08,1.046863677823707e-06,1.506062153654486e-07,3.798810267199852e-11,3.206030629993037e-07,0.0002699932419896877,5.6444552892189765e-05
23667,32,2024-03-22,0.032671775558,33066000000.0,58255701914.46519,58255702850.100876,58255702867.18578,58255702729.67166,2.3986783140461324e-10,2.8786739790960906e-08,1.2306864094251642e-06,1.7755239573118142e-07,4.771070055888704e-11,3.7487724949474406e-07,0.0003023207649139964,6.182485354189447e-05
23667,32,2024-03-29,0.032557178238,33066000000.0,58638867176.35715,58638867896.027,58638867908.17063,58638867802.42817,1.556427966482495e-10,2.0660172244471936e-08,9.553874870722807e-07,1.372602880987323e-07,3.063058475703606e-11,2.7647243469430404e-07,0.00024386709607675372,5.179368435316563e-05
23667,33,2024-04-05,0.032773366142,33066000000.0,58507051304.86886,58507051308.56355,58507051308.57724,58507051307.98823,8.028851694527158e-14,3.2267426734162e-11,6.714229253148569e-09,9.980962610192736e-10,3.745002136462738e-14,2.539224897039985e-09,9.578761429671998e-06,1.4252111617203315e-06
23667,33,2024-04-12,0.032577804454,33066000000.0,57590987170.36726,57590987179.47191,57590987179.516174,57590987178.13775,3.4434660241008634e-13,1.0176566455573446e-10,1.6128440490927156e-08,2.301931609539653e-09,1.633916326926593e-13,6.890630567645692e-09,1.965664878850147e-05,2.7478812081126173e-06
23667,33,2024-04-19,0.033008833704,33066000000.0,58297759168.23108,58297759172.69792,58297759172.715454,58297759172.01181,1.092783551739127e-13,4.115011883200683e-11,8.082805030452864e-09,1.1901269373209778e-09,5.273295685565739e-14,3.223043410455925e-09,1.1306705006983395e-05,1.6569580303736832e-06
23667,33,2024-04-26,0.033119686157,33066000000.0,58889879675.06829,58889879677.55884,58889879677.56703,58889879703.11713,4.2437544620751876e-14,1.9514281153127034e-11,4.574954151856328e-09,6.94707802845504e-10,2.2204214326960408e-14,1.6754809493791732e-09,7.098226334127055e-06,1.0808409074921106e-06
23667,33,2024-05-03,0.03271630009,33066000000.0,58998861395.321205,58998861397.61386,58998861397.62121,58998861412.218346,3.7075327771334713e-14,1.75421002520917e-11,4.217863857114992e-09,6.435448789513194e-10,1.9202042446768453e-14,1.4812345911714315e-09,6.474973655268485e-06,9.987740185360269e-07
23667,33,2024-05-10,0.033049912257,33066000000.0,60515771699.507355,60515783978.26326,60515796258.407745,60515784140.757,3.181981707260062e-15,2.5299383788916706e-12,9.632891053948792e-10,1.6272721785448492e-10,1.6160147525100378e-15,2.540768854162481e-10,2.0291853139015543e-06,3.2942890704091017e-07
23667,33,2024-05-17,0.032965398517,33066000000.0,60143794178.300545,60143794180.164474,60143803389.12659,60143794535.93783,5.831403909176646e-15,4.079111789353348e-12,1.3865722253197014e-09,2.278326547798113e-10,3.0348169922920452e-15,3.9249097724594147e-10,2.6967970931119812e-06,4.3312686471994155e-07
23667,33,2024-05-24,0.033490981708,33066000000.0,59857972441.53805,59857972442.811295,59857976508.2796,59857972614.48056,8.764468611024156e-15,5.624743548896348e-12,1.7715287580313853e-09,2.8597873121651163e-10,4.917624742666088e-15,5.46779398892598e-10,3.3517258787482415e-06,5.341021960634721e-07
23667,33,2024-05-31,0.033347199968,33066000000.0,59401409124.00884,59401409125.50827,59401409125.51246,59401409159.21893,1.8423956400693787e-14,1.010542939172332e-11,2.7694975000916e-09,4.3373828320889435e-10,1.0600977972724845e-14,9.302641325890756e-10,4.733514978765758e-06,7.454485980848536e-07
23667,33,2024-06-07,0.033182240805,33066000000.0,58964738913.961845,58964738916.26889,58964738916.2763,58964738918.547676,3.746787451409995e-14,1.768842859503684e-11,4.244674114995522e-09,6.473926481274584e-10,2.0095726003959877e-14,1.539527891927982e-09,6.66414838241887e-06,1.023787121819983e-06
23667,33,2024-06-14,0.031078703527,33066000000.0,59032095158.75666,59032095161.19998,59032095161.207954,59032095169.69862,4.09924992470373e-14,1.8988269677349068e-11,4.480585089899989e-09,6.812045297041588e-10,1.8369733911785404e-14,1.4265595781770028e-09,6.295760869302218e-06,9.749907252597358e-07
23667,33,2024-06-21,0.030832952665,33066000000.0,59164871328.12638,59164871330.30362,59164871330.31048,59164871350.69575,3.3994847033719216e-14,1.6382080842610143e-11,4.003401138428442e-09,6.127253179846629e-10,1.538823797420477e-14,1.2227996746266682e-09,5.657393032151351e-06,8.854076100861174e-07
23667,33,2024-06-28,0.030993452047000002,33066000000.0,58564059064.117424,58564059067.993904,58564059068.00846,58564059067.39222,8.648666729771658e-14,3.421678673798922e-11,7.02150484629887e-09,1.0413270398795458e-09,3.427244362894463e-14,2.3832100000586137e-09,9.160708594978328e-06,1.3678150492680217e-06
23667,34,2024-07-05,0.031498098035000005,33066000000.0,59066692281.05573,59066692282.8814,59066700598.708405,59066692526.1452,3.993156513346061e-16,5.419592242010694e-13,5.287901314453068e-10,7.727143177538829e-11,2.7643844232199597e-17,6.12861512398351e-12,1.1790153026661625e-07,8.958519142611763e-08
23667,34,2024-07-12,0.031379004762,33066000000.0,59733414372.83635,59733427778.59686,59733440777.6481,59733427750.20727,1.188709612208402e-16,2.0924060928596527e-13,2.61349714342221e-10,4.036252162555152e-11,8.23593097722738e-18,2.4274072583098383e-12,6.131801113685832e-08,5.459789500649737e-08
23667,34,2024-07-19,0.030828638741,33066000000.0,60346721604.135956,60346735592.707756,60346749799.98559,60346734854.639565,4.069759172758738e-17,9.017167647756908e-14,1.4013981006166613e-10,2.2812891706612232e-11,2.7418640127409517e-18,1.0316808171919114e-12,3.2668661544229376e-08,3.455267846081683e-08
23667,34,2024-07-26,0.0302712939,33066000000.0,60681644631.493866,60681658685.47031,60681672718.6551,60681657261.165565,2.32863783724346e-17,5.816557019133514e-14,1.0129955484327254e-10,1.697084804737212e-11,1.4821419132968561e-18,6.468647763191267e-13,2.345126235736078e-08,2.6891895727820197e-08
23667,34,2024-08-02,0.028322862573,33066000000.0,60840286693.08362,60840300669.47304,60840314787.11416,60840299325.95888,2.161170558823314e-17,5.4854735971764504e-14,9.699871633665445e-11,1.6313927613534625e-11,1.1109764036056796e-18,5.174910157761191e-13,2.0032760554649374e-08,2.387645930523903e-08
