date,market_cap,debt_face,rf,A_oos_mean,A_oos_median,A_oos_q05,A_oos_q95,theta_oos_mean,theta_oos_median,theta_oos_q05,theta_oos_q95,PD_P_mean,PD_P_median,PD_P_q05,PD_P_q95,PD_Q_mean,PD_Q_median,PD_Q_q05,PD_Q_q95,gvkey,window_train_start,window_train_end,window_oos_start,window_oos_end,window_idx
2016-02-19,81065693618.24,50016000000.0,-0.0049035102670349625,131327549474.70557,131327549851.36188,131327547705.4017,131327549872.92757,-2.271082564262218,-2.4310504287359436,-8.026143149071048,4.081237454382951,7.021606940953194e-07,1.849302405153787e-09,1.6804059911163908e-12,1.9076311679755353e-06,2.0835793962665362e-07,1.579612010928716e-08,1.207686221675784e-09,1.1223030940706885e-06,100080,2014-01-03,2015-12-25,2016-01-01,2016-03-25,0.0
2016-02-26,80900304056.64,50016000000.0,-0.005039624489232013,131169001718.30411,131169002107.63727,131168999887.87967,131169002130.42416,-2.2758784492583404,-2.436202661549032,-8.030465170460433,4.076952221417879,7.220248884933243e-07,1.9238227776357404e-09,1.7715486649336309e-12,1.9707375726117293e-06,2.1540473231140838e-07,1.6505508013925663e-08,1.2705256227030441e-09,1.1596287785203479e-06,100080,2014-01-03,2015-12-25,2016-01-01,2016-03-25,0.0
2016-03-04,81446089609.92,48472000000.0,-0.005090166714876379,130165448967.3787,130165449176.77481,130165447988.66043,130165449186.94208,-2.2776592389722223,-2.438115767706904,-8.032070007255856,4.075361043061436,4.156635539908713e-07,8.912086619773208e-10,6.234763024491208e-13,1.0917554278238864e-06,1.200544016444006e-07,7.625701496885322e-09,5.206657330804143e-10,6.514644717202127e-07,100080,2014-01-03,2015-12-25,2016-01-01,2016-03-25,0.0
2016-03-11,81007807271.68,48472000000.0,-0.004514127762970936,129699110444.59619,129699110670.06198,129699109389.8823,129699110681.23926,-2.2573623360632458,-2.4163107212878003,-8.013778572394108,4.093496748671875,4.522865348595159e-07,9.954671045449798e-10,7.313136452504002e-13,1.1942329061220643e-06,1.2927440403840048e-07,8.402199871553124e-09,5.828205398562174e-10,7.009364954209508e-07,100080,2014-01-03,2015-12-25,2016-01-01,2016-03-25,0.0
2016-03-18,82082839422.08,48472000000.0,-0.004798085335352043,130787970866.6693,130787971051.04698,130787970007.52042,130787971059.40253,-2.267367916718014,-2.4270597689535407,-8.02279553290184,4.084556571534224,3.7137754851539544e-07,7.674168993804662e-10,5.039923984082125e-13,9.685703740175423e-07,1.057269948332204e-07,6.4420752011061025e-09,4.285232016339621e-10,5.744918705143567e-07,100080,2014-01-03,2015-12-25,2016-01-01,2016-03-25,0.0
2016-03-25,84762150320.0,48472000000.0,-0.004772163451317839,133466019330.9737,133466019440.85757,133466018822.02715,133466019445.20863,-2.2664545487877814,-2.426078533904729,-8.021972411782757,4.085372684621667,2.289270007139666e-07,3.830885568600541e-10,2.125528474930086e-13,5.790644876919484e-07,6.339020794093323e-08,3.262647232693696e-09,1.9540144638428432e-10,3.458092640553917e-07,100080,2014-01-03,2015-12-25,2016-01-01,2016-03-25,0.0
2016-04-01,83604423388.79999,48472000000.0,-0.004837807331449042,132311488775.88037,132311489578.80402,132311484664.35559,132311489726.44122,-0.9685455509812183,-0.8280611548474468,-7.512010436003019,5.49707000519791,7.550897945085949e-06,4.224060389239854e-08,8.26676567068191e-12,3.991503907117436e-05,4.601890888683878e-07,9.018493888485222e-08,2.668846627282274e-09,2.4071068969987296e-06,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-04-08,84141939464.0,48472000000.0,-0.0050752543855854945,132860571653.06519,132860572392.43253,132860567877.80061,132860572524.72342,-0.9759100245931794,-0.8336498363222518,-7.518154479058505,5.489667345794553,6.976734767208899e-06,3.750448760063604e-08,6.9974485006462686e-12,3.6984138203750714e-05,4.2260771733125195e-07,8.131945761335653e-08,2.344768999612458e-09,2.2152983955712657e-06,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-04-15,87408383305.6,48472000000.0,-0.005192512967785851,136132728876.80296,136132729314.26129,136132726678.4934,136132729380.93605,-0.9795466415612911,-0.8364095766135051,-7.521188456551483,5.486011991105703,4.3574462339660295e-06,1.8497286358146966e-08,2.601816751438268e-12,2.2280927096589436e-05,2.470864701818363e-07,4.1676973240515056e-08,1.0322139990587486e-09,1.3106926746985586e-06,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-04-22,91212343222.4,48472000000.0,-0.005201653725431045,139937134410.14395,139937134647.983,139937133238.02783,139937134678.05856,-0.9798301247282275,-0.8366247056342786,-7.521424962938132,5.485727050582963,2.5246265893506447e-06,8.466079637303678e-09,8.310696074715436e-13,1.2040089209863841e-05,1.3296295426173044e-07,1.8969446195986774e-08,3.9787775729578985e-10,7.120842266060601e-07,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-04-29,83314991656.0,48472000000.0,-0.005180846165192681,132038768269.93507,132038769116.44205,132038763928.50714,132038769274.70396,-0.9791848168521449,-0.8361349960639473,-7.520886590908361,5.486375676608299,7.853481280818954e-06,4.4812192393274234e-08,8.980998790217467e-12,4.145648087068255e-05,4.857004500653498e-07,9.638352244511715e-08,2.898872963239162e-09,2.536685992307127e-06,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-05-06,80850687188.16,48472000000.0,-0.005255255910523684,129578088930.63881,129578090193.92908,129578082370.1321,129578090462.00768,-0.9814924793821911,-0.837886230861983,-7.522811845473998,5.484056159537772,1.1198070910837808e-05,7.379542917938697e-08,1.9009206001385532e-11,5.8229417067765565e-05,7.339287931837176e-07,1.597621955986704e-07,5.426643447960499e-09,3.786405778486938e-06,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-05-13,79502762261.12,48472000000.0,-0.005330627522565173,128233836400.66997,128233837976.95483,128233828169.11272,128233838333.11949,-0.9838299221893749,-0.8398971011079794,-7.524761949633455,5.481706741403322,1.359565146018047e-05,9.535568313444738e-08,2.7510992073482064e-11,7.005548927925576e-05,9.217070663305494e-07,2.1138604993098953e-07,7.660487900169546e-09,4.718733667127555e-06,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-05-20,74044906728.32,48472000000.0,-0.005381800125490273,122778471538.78088,122778475400.5354,122778450934.04782,122778476525.65936,-0.9854168707432419,-0.8413055242374128,-7.526085926714712,5.480111680966309,2.9908478696432397e-05,2.9516480779089496e-07,1.1023123226581956e-10,0.00014848998932645834,2.333310526829567e-06,6.564196941979891e-07,3.0916536155431653e-08,1.149672372784722e-05,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-05-27,70563456456.64,48472000000.0,-0.005511659954575418,119303345903.72885,119303352762.621,119303308772.25858,119303355129.5634,-0.989443938503572,-0.8448795465415202,-7.529445682472506,5.476064095390486,4.944644027394212e-05,6.217295764685823e-07,2.705814582898922e-10,0.00023967482277512765,4.2633285128465844e-06,1.3671295305923818e-06,7.578408398122013e-08,2.0363493823017198e-05,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-06-03,73879517166.72,48472000000.0,-0.0055372453045172375,122620657802.19307,122620661779.99776,122620636562.69952,122620662949.14554,-0.9902373451409274,-0.8455836921108357,-7.530107617840682,5.475266657705745,3.0598999002529586e-05,3.0554029205691937e-07,1.1479256326093177e-10,0.0001517539703100715,2.40626985579359e-06,6.814440258588345e-07,3.237729388143018e-08,1.1838469345950785e-05,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-06-10,72771407104.0,48472000000.0,-0.005629565200942901,121517046593.98143,121517051372.84297,121517020958.65309,121517052855.44983,-0.9931001547271964,-0.8481244178968126,-7.532496050325642,5.472389334129348,3.5895293105084536e-05,3.890913525427666e-07,1.5251973133549648e-10,0.0001766755147090741,2.915534073059264e-06,8.60389817847617e-07,4.310970041517293e-08,1.4209080193230786e-05,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-06-17,72837562928.64,48472000000.0,-0.005830890049573294,121593017168.6317,121593021910.6063,121592991736.60904,121593023378.566,-0.9993429101500002,-0.8536647837320999,-7.537704382719356,5.466115097481484,3.550295682104915e-05,3.826674452329996e-07,1.4955999069087392e-10,0.00017483588285971394,2.8913786858614313e-06,8.516192866712866e-07,4.2589843039597214e-08,1.4096692926005371e-05,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-06-24,72473705893.12,48472000000.0,-0.006369741549732035,121255438811.7188,121255443764.73209,121255411418.6383,121255445372.09721,-1.016050050550062,-0.8684918815249034,-7.551643305030164,5.449324842557951,3.72798254447856e-05,4.1163692642400904e-07,1.6317355285869917e-10,0.0001831597299835694,3.103793550709708e-06,9.284654097487757e-07,4.736069015724421e-08,1.5076282257900371e-05,100080,2014-04-04,2016-03-25,2016-04-01,2016-06-24,1.0
2016-07-01,74995896707.52,48472000000.0,-0.006520102512182806,123784956184.70891,123784963437.09366,123784914361.94002,123784970803.36961,1.3543264129081036,1.269964242603237,-4.422173217297131,6.882296786483039,0.00027841958081120113,1.359074309682327e-05,4.6500742054682466e-08,0.001446439932981268,6.8885756816195154e-06,4.040134017074888e-06,5.017709420253654e-07,2.3948840177423956e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-07-08,75186094703.36,48472000000.0,-0.006736888254060118,123985732536.11726,123985739610.09244,123985691782.60052,123985746753.66597,1.3487613313565634,1.265042144977997,-4.427818699876388,6.877107067117868,0.0002719691965417277,1.3139289600417368e-05,4.458048620811753e-08,0.0014114269320209573,6.700191685447748e-06,3.918486286336794e-06,4.838635145808795e-07,2.3340846852270102e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-07-15,77642129693.12,48472000000.0,-0.006551731690406832,126432737870.5568,126432742789.25171,126432709929.0127,126432747354.23001,1.3535144476486372,1.269246091261266,-4.422996912849248,6.881539588645047,0.00020442597005025263,8.707176809910618e-06,2.6700373890267723e-08,0.0010459186905455123,4.4939745131030855e-06,2.5203692587992795e-06,2.863487184176956e-07,1.61060534919512e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-07-22,76137084682.56,48472000000.0,-0.006313785077396439,124916081890.43683,124916088005.74649,124916046859.85239,124916093974.84457,1.3596230068273993,1.2746488694210711,-4.416800108817915,6.887236116561962,0.00024398407918417594,1.1235852376285594e-05,3.6675208910537683e-08,0.0012597124364312317,5.709776192412906e-06,3.2842799231443257e-06,3.922634684117853e-07,2.0121276173610384e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-07-29,79568918085.76,48472000000.0,-0.006389155644443183,128351597465.14748,128351601162.2359,128351576683.9197,128351604373.6226,1.3576880614968043,1.2729374876253132,-4.418763005505116,6.885431687673918,0.0001634705055763011,6.308541284453167e-06,1.7894477134758936e-08,0.0008221949672547098,3.289092915951509e-06,1.7832520457296182e-06,1.8978348297000752e-07,1.2041667661302832e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-08-05,79279486352.96,48472000000.0,-0.006410756428835769,128063219131.27768,128063222990.21368,128063197405.90012,128063226376.39647,1.3571335227832726,1.2724470202065277,-4.419325555018713,6.884914553587805,0.00016905340893459794,6.621401484910252e-06,1.9001775193184708e-08,0.000852522290292388,3.446544088006484e-06,1.878229580366369e-06,2.01861391411592e-07,1.257852447569324e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-08-12,81123579964.79999,48472000000.0,-0.006440386896702876,129908760235.1675,129908763178.95184,129908743818.51933,129908765606.45064,1.3563728490072147,1.2717742344602811,-4.420097217528382,6.884205188424312,0.00013637589111097006,4.858449783665154e-06,1.2947755240931305e-08,0.00067992412872887,2.566404719375639e-06,1.3535842249809207e-06,1.3674010699168072e-07,9.550997035910711e-06,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-08-19,79676421300.79999,48472000000.0,-0.006291722503460675,128454347999.91402,128454351633.66994,128454327586.03122,128454354778.43791,1.3601894126174132,1.275149832603347,-4.416225521167144,6.887764316727408,0.0001615264174762255,6.200691244363517e-06,1.7515886738150627e-08,0.0008118456348738824,3.2281584556862776e-06,1.7466123632860515e-06,1.8515626898822525e-07,1.1833406571170353e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-08-26,80213937376.0,48472000000.0,-0.0062981295314113875,128992177198.78925,128992180556.67685,128992158386.37222,128992183410.21857,1.3600249266467714,1.275004351370626,-4.4163923831674765,6.887610925798526,0.00015172350165532582,5.66565489786621e-06,1.5662259105641137e-08,0.0007603501568784623,2.9620032421903163e-06,1.5874362101303856e-06,1.65269825751326e-07,1.0920083220945469e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-09-02,78502155413.44,48472000000.0,-0.006461880961507811,127288381253.12247,127288385582.87427,127288356777.89958,127288389483.16809,1.3558210561416066,1.271286195533321,-4.420656981716638,6.883690614695843,0.00018502254193563243,7.54138539588094e-06,2.233227280595772e-08,0.0009395806422125922,3.907910496830971e-06,2.1589857696946614e-06,2.38224040702635e-07,1.4141218380357135e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-09-09,78576580716.16,48472000000.0,-0.006376287794309841,127358631083.93042,127358635360.70319,127358606915.88744,127358639203.28593,1.3580184081920075,1.273229666109728,-4.418427886700829,6.885739751837628,0.00018351422630085316,7.452934832280024e-06,2.2007423718979372e-08,0.0009313391414837724,3.856539137629033e-06,2.1275479459365687e-06,2.3410566198724608e-07,1.3967972487413318e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-09-16,75070322010.24,48472000000.0,-0.006482306155230866,123857537673.69958,123857544842.85101,123857496346.29286,123857552105.53336,1.3552967055808403,1.2708224281996081,-4.421188907235319,6.883201632147212,0.00027607019621448623,1.3425773450050843e-05,4.579710918636426e-08,0.0014336940650770788,6.802333395361608e-06,3.984389728804114e-06,4.935526128939372e-07,2.3670737532926294e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-09-23,75649185475.84,48472000000.0,-0.006759091107089899,124449907927.66989,124449914538.61824,124449869943.17041,124449921108.9606,1.3481913792744005,1.2645380443445902,-4.428396886748942,6.876575557373144,0.0002576252244119538,1.215229334207743e-05,4.044176136564231e-08,0.0013336107007403777,6.2182621144924275e-06,3.6087086049877143e-06,4.387412739365134e-07,2.1779304946756763e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-09-30,73953942469.44,48472000000.0,-0.0072177983354985735,122777050603.79315,122777059134.632,122777001073.9566,122777068137.38123,1.3364168787901751,1.2541239428019253,-4.440341526728662,6.865595199844666,0.00031319799892615276,1.6131983006802062e-05,5.7479345720253895e-08,0.00163526261255082,8.237668857522407e-06,4.9202041667439634e-06,6.342070403006743e-07,2.826421986085363e-05,100080,2014-07-04,2016-06-24,2016-07-01,2016-09-30,2.0
2016-10-07,74259913158.4,48472000000.0,-0.007386843462412143,123091287635.67294,123091291065.0654,123091271043.25519,123091293636.57153,0.9945576891822263,0.9385151836013392,-5.122574539306378,7.640167784900362,0.000425571763156783,3.485109661889145e-06,4.994581311167113e-09,0.0008144988900519246,2.9934445896071366e-06,1.5301730946662327e-06,1.9082539928253518e-07,1.0391206249268828e-05,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-10-14,74871854536.32,48472000000.0,-0.007326294651986332,123700273084.77481,123700276188.86798,123700258134.28728,123700278463.86153,0.9962857617045756,0.9399960962773548,-5.120885900136045,7.64217287517345,0.00040226893970509185,3.098735871119495e-06,4.297074934837777e-09,0.0007472069527237512,2.6870341816390585e-06,1.3558239566650393e-06,1.655609883861956e-07,9.3830458968479e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-10-21,74698195496.64,48472000000.0,-0.0074119276448696226,123530795360.61884,123530798557.0364,123530779944.6981,123530800915.19363,0.9938417901274957,0.9379016766379209,-5.123274102132882,7.6393371241910275,0.00040861596604740063,3.2017281565288936e-06,4.480688215259943e-09,0.0007653649674357175,2.7735577655930328e-06,1.4048524970073055e-06,1.7261116013008815e-07,9.668367473897726e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-10-28,75020705141.76,48472000000.0,-0.0073981989115620775,123852634930.40875,123852637964.35796,123852620334.14716,123852640175.86859,0.9942336057138619,0.9382374524793704,-5.1228912274510545,7.639791749465534,0.00039665144309641853,3.008985633575606e-06,4.1384881927103605e-09,0.0007312446152999516,2.6209669367196687e-06,1.3185223295565313e-06,1.602258088896611e-07,9.164637760931394e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-11-04,72705251279.36,48472000000.0,-0.007456981650678056,121540048767.74304,121540053177.58615,121540027172.28894,121540056684.20294,0.9925559660511286,0.9367997582198768,-5.124530584853846,7.637845177302873,0.0004915866937648975,4.702100825653284e-06,7.332717316134027e-09,0.001013960914095002,3.935938131419137e-06,2.0781013390311076e-06,2.733248716454838e-07,1.345287648050552e-05,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-11-11,77650399171.20001,48472000000.0,-0.007441658381968281,126484453279.72527,126484455266.51605,126484443902.8763,126484456580.46207,0.9929932846962098,0.9371745292041851,-5.12410324541479,7.638352599865178,0.0003116036768487076,1.7882822542411142e-06,2.1662154628282443e-09,0.0005029797587064682,1.6590686836373526e-06,7.888137411065669e-07,8.765243068194777e-08,5.941093596104048e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-11-18,75632646519.68,48472000000.0,-0.007519278435931582,124470489776.07893,124470492530.18445,124470476585.19754,124470494493.908,0.9907780628043262,0.9352761395348352,-5.126267918140729,7.6357822694705675,0.00037470354350939135,2.6681570521010538e-06,3.553597398263779e-09,0.0006698805977920975,2.3598524815470625e-06,1.172125987037503e-06,1.395469020004281e-07,8.298114580747325e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-11-25,73432965350.4,48472000000.0,-0.00795976255352799,122292323188.05547,122292327140.05373,122292303938.46889,122292330202.689,0.9782077451456583,0.9245036589177289,-5.138551400467622,7.621196899476584,0.00045832016423760243,4.066281899009191e-06,6.085929297081873e-09,0.0009118760940389771,3.4906741588831944e-06,1.8173125119825651e-06,2.3351152465104477e-07,1.2012583871085858e-05,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-12-02,72068501467.20001,48472000000.0,-0.007977357317962541,120928716910.1513,120928721833.99216,120928692670.1957,120928725850.97324,0.9777056623704751,0.9240733840524626,-5.1390420267278385,7.62061433223403,0.0005204924501606332,5.291552222972281e-06,8.533510412564991e-09,0.001105102628305078,4.436811727379473e-06,2.3754556093450937e-06,3.197768518427022e-07,1.5058382684277546e-05,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-12-09,78179645768.32,48472000000.0,-0.00797781088144521,127039889678.7283,127039891519.07498,127039881024.8535,127039892714.75395,0.9776927195479068,0.9240622923111914,-5.1390546742210965,7.62059931466188,0.0002962412615288019,1.6015087251330177e-06,1.892243203897353e-09,0.00046466018329329237,1.526694060154323e-06,7.183306550135571e-07,7.852740350822635e-08,5.489356631757129e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-12-16,80685297626.56,48472000000.0,-0.007962559079623715,129544797469.79584,129544798698.83267,129544791791.75623,129544799427.32468,0.9781279435598238,0.9244352705650272,-5.1386293811407535,7.6211043055990135,0.00023620481719911616,9.741328787100823e-07,1.0303002065340526e-09,0.00032443354184331994,9.902300910007681e-07,4.406051046022211e-07,4.4231363231234e-08,3.6343067695457814e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-12-23,81454359088.0,48472000000.0,-0.008363063584014402,130333431545.04463,130333432638.4331,130333426519.56427,130333433269.15343,0.9666997179943791,0.9139722405457178,-5.149796842338173,7.607844133730627,0.0002200591402163852,8.331004613894439e-07,8.513851492598921e-10,0.00028954824015034664,8.733980926050368e-07,3.8225230895561604e-07,3.7433294985471565e-08,3.223493391674046e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
2016-12-30,81975336207.04,48472000000.0,-0.00822444322119363,130847633658.91052,130847634661.94284,130847629065.15561,130847635229.55113,0.970655065391414,0.917988726270778,-5.145931745279176,7.612433521143979,0.00021015712408252026,7.523646270439488e-07,7.519491872765814e-10,0.000268826361004475,7.968652251398506e-07,3.445209634601813e-07,3.313204725488648e-08,2.9529663039313574e-06,100080,2014-10-03,2016-09-30,2016-10-07,2016-12-30,3.0
