date,market_cap,debt_face,rf,A_train_mean,A_train_median,A_train_q05,A_train_q95,theta_train_mean,theta_train_median,theta_train_q05,theta_train_q95,logA_train_median,dlogA_train_median,alpha_post_mean,beta1_post_mean,delta_post_mean,beta0_post_mean,alpha_post_median,beta1_post_median,delta_post_median,beta0_post_median,gvkey,window_train_start,window_train_end,window_idx
2016-01-29,46148951725.36,117366000000.0,-0.004507965977424311,176226092914.32227,176226092914.32248,176226092914.32248,176226092914.32248,1.8364954815982446,2.6405845972285666,-10.599474817271341,13.302313470332468,25.895033626399137,-0.010281391232432213,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-02-05,43590472142.36,117366000000.0,-0.0045924088331738225,173665216828.99802,173665216828.99783,173665216828.99783,173665216828.99783,1.826116115076688,2.629636167273762,-10.612524650500347,13.29389882977316,25.880395241603335,-0.01463838479580204,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-02-12,42296182470.96001,117366000000.0,-0.004854214196369675,172395550713.1933,172395550713.1932,172395550713.1932,172395550713.1932,1.7939373476387126,2.5956932649932547,-10.652972923747189,13.267811086683206,25.87305738691486,-0.007337854688476142,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-02-19,44445305320.68,117366000000.0,-0.0049035102670349625,174544663075.95837,174544663075.9575,174544663075.9575,174544663075.9575,1.787878530976485,2.5893023049521675,-10.660587141843873,13.262899101373268,25.885446494698925,0.012389107784066766,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-02-26,44481425032.44,117366000000.0,-0.005039624489232013,174588362260.5932,174588362260.59238,174588362260.59238,174588362260.59238,1.7711495361872422,2.5716562601060318,-10.681608067743484,13.249336581912067,25.885696824411053,0.00025032971212723965,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-03-04,49742863045.479996,117366000000.0,-0.005090166714876379,179849123908.94327,179849123908.94278,179849123908.94278,179849123908.94278,1.7649378219863707,2.565104043641627,-10.689412432561644,13.244300610172179,25.91538413584428,0.029687311433228558,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-03-11,47389061829.12,117366000000.0,-0.004514127762970936,177403797808.47595,177403797808.475,177403797808.475,177403797808.475,1.8357380936853591,2.639785683857936,-10.600427121865494,13.301699450281912,25.901694314757762,-0.01368982108651906,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-03-18,49110768089.68,129410000000.0,-0.004798085335352043,179153087336.59952,179153087336.599,179153087336.599,179153087336.599,1.8008360426497036,2.6029701526235542,-10.64430258636447,13.273403966233046,25.91150651379811,0.009812199040347025,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2016-03-25,47906777697.68,129410000000.0,-0.004772163451317839,177933440219.48386,177933440219.48303,177933440219.48303,177933440219.48303,1.8040220834347702,2.6063308576146693,-10.640298117386463,13.2759869357819,25.904675385957518,-0.006831127840591478,183.49850585070462,-14.154640773362296,1.49466349983555,0.09211341050005618,152.53046729388325,-14.074638593536818,1.1587325066598373,0.08981515263346178,100022,2014-04-04,2016-03-25,1.0
2014-07-04,57279842899.4,102725000000.0,-0.00018149751769413135,186677179461.48376,186677179461.48273,186677179461.48273,186677179461.48273,4.21631032128726,4.139836896209527,-8.767389829524147,16.670469356837398,25.952646648965324,,321.96679843147336,0.8724891426537279,2.71215083805673,-0.04726352663491966,303.43167217920666,1.1433154563080523,2.5535611039890327,-0.04899416650230995,100022,2014-07-04,2016-06-24,2.0
