gvkey,date,alpha,beta,delta,mu,A_used,L_used,PD_1y,train_end_date,training_end
222379,2015-12-31,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,31983241160.811417,11991600000.0,2.9449005155909108e-06,2015-12-31,1
222379,2016-01-01,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,31983241160.811417,11991600000.0,2.9449005155909108e-06,2015-12-31,0
222379,2016-01-08,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,30093879253.196243,11991600000.0,7.2278748439472185e-06,2015-12-31,0
222379,2016-01-15,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,29864622798.689705,11991600000.0,8.08884492833062e-06,2015-12-31,0
222379,2016-01-22,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,31387772157.86699,11991600000.0,3.886516609314039e-06,2015-12-31,0
222379,2016-01-29,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,31623566481.80488,11991600000.0,3.480095518963735e-06,2015-12-31,0
222379,2016-02-05,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,31605643569.294975,11991600000.0,3.5093396913433733e-06,2015-12-31,0
222379,2016-02-12,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,30447136254.24481,11991600000.0,6.08664898413825e-06,2015-12-31,0
222379,2016-02-19,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,32171282614.637413,11991600000.0,2.70062757660312e-06,2015-12-31,0
222379,2016-02-26,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,32494905280.378536,11991600000.0,2.329338017356719e-06,2015-12-31,0
222379,2016-03-04,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,32716482687.561577,11991600000.0,2.1067145979875193e-06,2015-12-31,0
222379,2016-03-11,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,33033477293.445133,11991600000.0,1.8267589726767527e-06,2015-12-31,0
222379,2016-03-18,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,32895295874.58581,12227700000.0,2.5927972763061764e-06,2015-12-31,0
222379,2016-03-25,14.410601912187719,0.013903096444347259,0.0075589975686281554,-0.00014839225380707278,31689009864.11271,12227700000.0,4.500690719369963e-06,2015-12-31,0
222379,2016-03-31,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,32125710325.73708,12227700000.0,6.411908098469264e-05,2016-03-31,1
222379,2016-04-01,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,31702444336.10209,12227700000.0,7.273593792371108e-05,2016-03-31,0
222379,2016-04-08,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,31364408024.723442,12227700000.0,8.054746723043768e-05,2016-03-31,0
222379,2016-04-15,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,31826768732.694027,12227700000.0,7.007819137887473e-05,2016-03-31,0
222379,2016-04-22,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,31422787255.12865,12227700000.0,7.91341847796234e-05,2016-03-31,0
222379,2016-04-29,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,31188914756.58759,12227700000.0,8.496793943329338e-05,2016-03-31,0
222379,2016-05-06,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30552118800.635365,12227700000.0,0.0001034302047757076,2016-03-31,0
222379,2016-05-13,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30332056499.617344,12227700000.0,0.0001108163660040477,2016-03-31,0
222379,2016-05-20,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30471592837.55339,12227700000.0,0.00010606744437078581,2016-03-31,0
222379,2016-05-27,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30795201668.075256,12227700000.0,9.590171369539193e-05,2016-03-31,0
222379,2016-06-03,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30991249200.26649,12227700000.0,9.027319494072895e-05,2016-03-31,0
222379,2016-06-10,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,31421734075.575825,12227700000.0,7.915943504405343e-05,2016-03-31,0
222379,2016-06-17,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30811755250.55486,12227700000.0,9.541166386345371e-05,2016-03-31,0
222379,2016-06-24,8.390134374741626,0.0024611002284168947,0.005056878982966594,0.00011458101213868506,30256441499.531834,12227700000.0,0.00011348836083453597,2016-03-31,0
222379,2016-06-30,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,30674652330.804142,12227700000.0,0.00019399045986923455,2016-06-30,1
222379,2016-07-01,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,31022281854.07281,12227700000.0,0.00017641863235906975,2016-06-30,0
222379,2016-07-08,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,30886043020.012726,12227700000.0,0.00018308084206794997,2016-06-30,0
222379,2016-07-15,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,31647753786.13379,12227700000.0,0.00014915647432670737,2016-06-30,0
222379,2016-07-22,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,31872128249.232204,12227700000.0,0.00014056687578855074,2016-06-30,0
222379,2016-07-29,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,33760931594.01415,12227700000.0,8.68476148161171e-05,2016-06-30,0
222379,2016-08-05,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,34089523654.953316,12227700000.0,8.011411984686927e-05,2016-06-30,0
222379,2016-08-12,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,34632889387.58564,12227700000.0,7.023700525116539e-05,2016-06-30,0
222379,2016-08-19,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,34353245446.304783,12227700000.0,7.513627064315981e-05,2016-06-30,0
222379,2016-08-26,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,33841893030.140682,12227700000.0,8.513089437083464e-05,2016-06-30,0
222379,2016-09-02,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,34513188555.64883,12227700000.0,7.228839613840677e-05,2016-06-30,0
222379,2016-09-09,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,34467937445.50689,12227700000.0,7.308151264974708e-05,2016-06-30,0
222379,2016-09-16,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,34368218710.15794,12227700000.0,7.486433786917087e-05,2016-06-30,0
222379,2016-09-23,7.131306292635659,0.0010340260526860154,0.004143319538227061,-0.0002688272792216351,35325034516.34439,12227700000.0,5.959330171202069e-05,2016-06-30,0
222379,2016-09-30,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,34989728616.38375,12227700000.0,5.250354041333932e-05,2016-09-30,1
222379,2016-10-07,6.567801020092342,0.0007157862488610283,0.003935944108478847,0.0012420549905215559,35793684493.5691,12227700000.0,4.4094533553030616e-05,2016-09-30,0
